dispositivo_id,usuario_id,tipo_dispositivo,sistema_operativo,version_app,fecha_registro_dispositivo
D01974,U01186,Smart TV,Android TV,7.2,2025-08-07
D01975,U01186,Computador,macOS,7.1,2025-11-05
D01976,U01187,Smart TV,Tizen,7.2,2025-05-27
D01977,U01187,Tablet,Android,7.2,2025-10-24
D01978,U01187,Computador,Windows,6.8,2025-11-17
D01979,U01188,Consola,Xbox,7.1,2025-06-08
D01980,U01188,Móvil,Android,7.0,2025-09-17
D01981,U01189,Móvil,iOS,7.2,2025-02-21
D01982,U01190,Computador,macOS,7.0,2024-12-16
D01983,U01191,Móvil,Android,7.2,2025-11-07
D01984,U01192,Smart TV,Android TV,7.2,2023-08-09
D01985,U01193,Computador,Linux,7.1,2025-05-28
D01986,U01194,Tablet,Android,7.1,2025-11-11
D01987,U01194,Móvil,Android,7.2,2025-11-03
D01988,U01195,Smart TV,Tizen,7.1,2025-07-02
D01989,U01195,Móvil,Android,7.1,2024-11-29
D01990,U01196,Smart TV,Tizen,7.1,2023-09-24
D01991,U01197,Computador,macOS,7.2,2025-11-06
D01992,U01197,Móvil,iOS,7.2,2025-11-19
D01993,U01198,Móvil,iOS,7.1,2025-08-25
D01994,U01198,Computador,Windows,7.0,2025-09-17
D01995,U01198,Smart TV,webOS,7.2,2025-09-22
D01996,U01199,Móvil,iOS,7.0,2024-04-05
D01997,U01200,Móvil,iOS,7.1,2025-11-27
D01998,U01200,Smart TV,webOS,7.2,2025-09-22
D01999,U01201,Móvil,iOS,7.2,2025-04-14
D02000,U01201,Smart TV,Tizen,7.0,2025-10-19
D02001,U01202,Smart TV,Android TV,6.8,2025-04-14
D02002,U01203,Móvil,Android,6.9,2024-03-08
D02003,U01204,Tablet,Android,7.1,2025-03-06
D02004,U01204,Móvil,iOS,7.0,2025-09-01
D02005,U01205,Móvil,iOS,6.9,2025-11-23
D02006,U01206,Móvil,iOS,7.1,2025-11-28
D02007,U01206,Smart TV,Android TV,7.2,2025-11-29
D02008,U01207,Computador,macOS,7.1,2024-09-29
D02009,U01207,Smart TV,Android TV,7.1,2024-11-06
D02010,U01208,Móvil,Android,7.0,2025-07-19
D02011,U01208,Computador,Linux,7.2,2025-10-20
D02012,U01209,Computador,Linux,7.0,2025-10-15
D02013,U01209,Smart TV,Tizen,7.0,2025-10-25
D02014,U01209,Móvil,Android,7.2,2025-09-11
D02015,U01210,Móvil,iOS,7.2,2023-05-02
D02016,U01210,Computador,macOS,7.2,2023-10-06
D02017,U01211,Móvil,Android,7.1,2024-02-15
D02018,U01211,Tablet,iPadOS,7.0,2024-04-25
D02019,U01212,Computador,Linux,7.2,2024-06-08
D02020,U01212,Smart TV,Roku OS,7.2,2024-11-21
D02021,U01212,Tablet,Android,7.0,2024-10-31
D02022,U01213,Móvil,iOS,7.1,2025-03-29
D02023,U01214,Móvil,iOS,7.2,2025-07-23
D02024,U01215,Móvil,Android,7.2,2023-12-22
D02025,U01215,Smart TV,webOS,6.9,2024-06-29
D02026,U01216,Smart TV,Android TV,7.2,2025-07-11
D02027,U01217,Móvil,iOS,7.2,2024-02-07
D02028,U01217,Computador,Windows,7.1,2024-09-03
D02029,U01217,Smart TV,Android TV,6.8,2024-07-09
D02030,U01218,Móvil,Android,7.2,2025-06-14
D02031,U01219,Smart TV,webOS,7.0,2025-09-18
D02032,U01220,Tablet,Android,7.2,2024-01-11
D02033,U01220,Móvil,iOS,7.2,2025-05-12
D02034,U01221,Smart TV,Tizen,7.0,2025-03-01
D02035,U01221,Computador,Linux,7.2,2025-03-15
D02036,U01222,Computador,macOS,6.9,2025-10-02
D02037,U01223,Computador,Windows,6.8,2025-11-17
D02038,U01223,Smart TV,Tizen,7.2,2024-12-04
D02039,U01223,Consola,PlayStation,7.1,2025-01-09
D02040,U01224,Tablet,iPadOS,7.0,2023-09-05
D02041,U01224,Móvil,Android,7.1,2023-04-27
D02042,U01225,Computador,Linux,7.2,2024-04-23
D02043,U01225,Smart TV,webOS,7.0,2024-06-13
D02044,U01226,Móvil,iOS,7.1,2024-04-17
D02045,U01227,Computador,macOS,6.9,2025-11-14
D02046,U01228,Móvil,iOS,7.1,2024-05-12
D02047,U01228,Computador,Linux,7.0,2025-06-03
D02048,U01229,Tablet,Android,7.0,2023-09-12
D02049,U01229,Smart TV,webOS,7.1,2023-11-01
D02050,U01230,Smart TV,Tizen,7.2,2025-11-13
D02051,U01230,Tablet,iPadOS,7.2,2025-11-12
D02052,U01231,Computador,Linux,7.1,2024-07-27
D02053,U01232,Smart TV,Roku OS,6.9,2025-10-12
D02054,U01233,Móvil,iOS,7.1,2024-09-28
D02055,U01233,Smart TV,webOS,7.1,2025-07-11
D02056,U01233,Computador,macOS,7.0,2024-03-07
D02057,U01234,Móvil,Android,7.2,2025-10-07
D02058,U01235,Móvil,Android,7.0,2025-11-27
D02059,U01236,Smart TV,Tizen,6.9,2025-05-05
D02060,U01237,Tablet,Android,6.9,2025-08-19
D02061,U01238,Computador,macOS,7.2,2024-05-25
D02062,U01238,Móvil,Android,7.1,2025-11-07
D02063,U01238,Smart TV,webOS,7.0,2025-05-14
D02064,U01239,Smart TV,Tizen,6.8,2025-10-02
D02065,U01239,Computador,macOS,7.2,2025-08-01
D02066,U01239,Móvil,Android,7.2,2025-08-23
D02067,U01240,Móvil,iOS,6.9,2023-10-05
D02068,U01241,Computador,Linux,7.1,2023-08-10
D02069,U01241,Móvil,iOS,7.2,2023-11-30
D02070,U01242,Computador,Linux,7.1,2023-12-08
D02071,U01242,Móvil,Android,7.2,2024-09-24
D02072,U01243,Móvil,iOS,7.1,2025-11-14
D02073,U01244,Computador,Windows,6.9,2025-11-09
D02074,U01245,Smart TV,webOS,6.9,2025-03-24
D02075,U01246,Smart TV,Tizen,7.2,2025-10-12
D02076,U01246,Móvil,iOS,7.1,2024-11-06
D02077,U01247,Computador,macOS,7.0,2024-08-20
D02078,U01248,Móvil,iOS,7.2,2024-12-28
D02079,U01248,Tablet,Android,7.1,2025-03-26
D02080,U01249,Consola,PlayStation,7.1,2025-04-27
D02081,U01250,Tablet,Android,7.0,2024-03-01
D02082,U01250,Smart TV,Tizen,7.2,2025-08-31
D02083,U01251,Smart TV,Tizen,7.2,2025-02-22
D02084,U01252,Tablet,iPadOS,7.0,2025-02-25
D02085,U01253,Consola,Xbox,7.1,2025-03-17
D02086,U01253,Computador,Linux,6.9,2023-05-09
D02087,U01254,Computador,Linux,6.8,2025-05-06
D02088,U01255,Smart TV,Tizen,6.8,2025-02-22
D02089,U01256,Smart TV,Roku OS,7.0,2023-09-05
D02090,U01256,Móvil,iOS,7.0,2025-07-08
D02091,U01257,Computador,Linux,7.2,2024-08-31
D02092,U01258,Móvil,iOS,6.9,2025-02-17
D02093,U01259,Móvil,Android,7.2,2025-04-13
D02094,U01259,Tablet,iPadOS,6.9,2025-03-24
D02095,U01259,Smart TV,Tizen,7.0,2025-01-26
D02096,U01260,Smart TV,Android TV,7.1,2025-06-28
D02097,U01261,Computador,macOS,7.2,2024-07-10
D02098,U01262,Consola,Xbox,7.2,2023-05-19
D02099,U01262,Móvil,iOS,7.1,2025-05-10
D02100,U01263,Smart TV,webOS,7.2,2024-02-25
D02101,U01264,Móvil,Android,7.0,2025-09-30
D02102,U01264,Computador,macOS,7.1,2025-06-17
D02103,U01265,Computador,Windows,7.2,2025-05-16
D02104,U01265,Tablet,Android,7.1,2024-11-07
D02105,U01266,Smart TV,Android TV,7.2,2025-09-07
D02106,U01267,Móvil,iOS,6.9,2025-09-16
D02107,U01268,Móvil,iOS,7.1,2025-08-24
D02108,U01268,Smart TV,Android TV,7.2,2025-09-17
D02109,U01269,Móvil,Android,7.2,2025-11-12
D02110,U01269,Smart TV,Android TV,6.9,2025-10-30
D02111,U01270,Móvil,Android,7.0,2025-04-27
D02112,U01271,Computador,Linux,6.9,2025-09-24
D02113,U01271,Smart TV,Android TV,7.2,2025-11-29
D02114,U01272,Smart TV,Roku OS,7.2,2024-07-21
D02115,U01272,Computador,Windows,7.2,2024-05-04
D02116,U01273,Smart TV,Roku OS,6.8,2025-10-16
D02117,U01273,Computador,Windows,7.1,2025-07-09
D02118,U01273,Tablet,Android,6.9,2025-09-10
D02119,U01274,Smart TV,webOS,7.2,2025-01-23
D02120,U01275,Smart TV,Tizen,7.2,2025-03-13
D02121,U01276,Computador,Linux,7.0,2025-11-05
D02122,U01276,Móvil,Android,7.0,2025-09-22
D02123,U01277,Móvil,Android,7.2,2025-02-07
D02124,U01277,Consola,Xbox,7.0,2024-07-12
D02125,U01278,Smart TV,Roku OS,7.2,2025-02-18
D02126,U01279,Móvil,Android,7.0,2025-07-29
D02127,U01280,Móvil,iOS,7.1,2025-02-16
D02128,U01281,Móvil,Android,7.1,2025-01-24
D02129,U01281,Smart TV,webOS,7.2,2024-07-15
D02130,U01282,Móvil,Android,7.0,2025-08-23
D02131,U01283,Smart TV,webOS,7.1,2025-10-29
D02132,U01283,Computador,macOS,7.2,2025-08-05
D02133,U01284,Móvil,iOS,7.1,2023-05-02
D02134,U01284,Smart TV,Roku OS,7.1,2024-02-22
D02135,U01285,Smart TV,webOS,7.2,2024-01-28
D02136,U01286,Computador,Linux,7.0,2024-12-11
D02137,U01287,Móvil,Android,7.1,2025-10-25
D02138,U01287,Smart TV,Roku OS,7.2,2025-10-27
D02139,U01288,Smart TV,Tizen,7.2,2025-11-22
D02140,U01289,Computador,macOS,6.8,2025-01-24
D02141,U01289,Móvil,iOS,7.2,2024-07-28
D02142,U01289,Tablet,iPadOS,7.2,2024-05-20
D02143,U01290,Smart TV,Android TV,7.0,2025-08-20
D02144,U01290,Computador,Linux,7.1,2024-07-17
D02145,U01290,Móvil,iOS,7.0,2024-06-21
D02146,U01291,Smart TV,Tizen,7.2,2025-11-26
D02147,U01292,Smart TV,Roku OS,7.2,2025-03-31
D02148,U01293,Móvil,Android,7.1,2025-05-13
D02149,U01293,Consola,Xbox,7.2,2025-11-07
D02150,U01294,Móvil,Android,7.0,2025-07-10
D02151,U01294,Computador,Windows,7.1,2025-08-10
D02152,U01294,Computador,macOS,7.1,2025-06-03
D02153,U01295,Tablet,iPadOS,7.2,2025-05-20
D02154,U01295,Móvil,iOS,7.1,2025-05-04
D02155,U01296,Smart TV,Tizen,6.8,2024-10-16
D02156,U01296,Móvil,iOS,7.0,2024-10-25
D02157,U01297,Móvil,iOS,7.1,2025-11-20
D02158,U01298,Consola,PlayStation,7.0,2024-11-16
D02159,U01299,Tablet,Android,6.8,2024-06-03
D02160,U01300,Computador,Windows,7.1,2024-10-18
D02161,U01300,Smart TV,Roku OS,6.9,2024-06-30
D02162,U01301,Móvil,Android,7.1,2024-09-25
D02163,U01302,Móvil,iOS,7.0,2025-10-26
D02164,U01302,Computador,Windows,7.2,2025-05-08
D02165,U01303,Consola,PlayStation,7.1,2024-02-13
D02166,U01303,Computador,Linux,7.2,2025-10-16
D02167,U01303,Móvil,Android,7.1,2025-08-10
D02168,U01304,Smart TV,webOS,7.1,2025-11-20
D02169,U01304,Móvil,Android,7.1,2025-10-19
D02170,U01304,Computador,Linux,7.2,2025-11-13
D02171,U01305,Tablet,Android,7.2,2025-09-16
D02172,U01306,Móvil,iOS,7.1,2024-11-03
D02173,U01307,Móvil,Android,6.8,2025-09-22
D02174,U01308,Móvil,Android,7.0,2025-11-21
D02175,U01308,Tablet,Android,6.9,2025-11-16
D02176,U01309,Computador,macOS,7.2,2024-11-19
D02177,U01310,Smart TV,Tizen,7.0,2024-07-21
D02178,U01310,Computador,Linux,7.2,2024-11-26
D02179,U01310,Tablet,iPadOS,7.1,2024-02-22
D02180,U01311,Móvil,Android,7.2,2025-03-19
D02181,U01312,Móvil,iOS,6.9,2025-07-06
D02182,U01313,Móvil,Android,7.2,2024-05-13
D02183,U01313,Smart TV,Tizen,7.2,2024-08-20
D02184,U01314,Tablet,Android,7.2,2025-04-11
D02185,U01314,Móvil,iOS,7.2,2025-02-05
D02186,U01315,Smart TV,Android TV,7.1,2024-05-29
D02187,U01316,Computador,Linux,6.8,2025-02-18
D02188,U01317,Móvil,iOS,7.2,2025-11-11
D02189,U01318,Smart TV,Tizen,7.0,2025-06-09
D02190,U01319,Computador,Linux,6.8,2025-10-25
D02191,U01320,Smart TV,Android TV,7.2,2025-11-18
D02192,U01321,Consola,Xbox,7.1,2025-03-06
D02193,U01321,Computador,macOS,6.9,2025-10-24
D02194,U01321,Móvil,Android,6.9,2025-10-29
D02195,U01322,Móvil,Android,7.1,2025-06-18
D02196,U01322,Tablet,iPadOS,7.2,2025-06-07
D02197,U01323,Tablet,iPadOS,7.0,2025-11-27
D02198,U01324,Consola,PlayStation,7.2,2025-11-02
D02199,U01324,Smart TV,Tizen,7.2,2025-02-18
D02200,U01325,Móvil,Android,6.9,2025-09-22
D02201,U01325,Consola,PlayStation,7.1,2025-09-21
D02202,U01326,Móvil,Android,7.2,2024-06-13
D02203,U01326,Computador,Linux,7.1,2024-12-25
D02204,U01327,Móvil,iOS,7.0,2024-11-23
D02205,U01327,Computador,macOS,7.1,2025-04-09
D02206,U01328,Móvil,iOS,7.1,2025-11-20
D02207,U01329,Móvil,iOS,7.1,2024-05-02
D02208,U01329,Smart TV,Tizen,7.0,2025-07-07
D02209,U01329,Computador,Linux,7.2,2025-07-07
D02210,U01330,Computador,macOS,7.2,2023-12-03
D02211,U01330,Móvil,Android,6.8,2025-01-02
D02212,U01331,Móvil,iOS,6.8,2024-12-28
D02213,U01331,Computador,Windows,7.1,2025-04-05
D02214,U01332,Computador,Linux,7.2,2025-11-11
D02215,U01332,Tablet,Android,7.2,2025-08-20
D02216,U01333,Consola,PlayStation,7.2,2024-06-10
D02217,U01334,Móvil,Android,7.0,2024-05-26
D02218,U01335,Smart TV,webOS,6.9,2024-09-01
D02219,U01335,Consola,Xbox,7.1,2025-01-30
D02220,U01336,Computador,Windows,7.1,2025-06-26
D02221,U01336,Smart TV,Roku OS,7.0,2025-01-14
D02222,U01337,Smart TV,webOS,7.2,2025-05-10
D02223,U01337,Tablet,iPadOS,7.2,2025-06-01
D02224,U01338,Computador,macOS,7.2,2025-11-19
D02225,U01338,Smart TV,webOS,7.2,2025-07-08
D02226,U01338,Móvil,iOS,7.2,2025-02-25
D02227,U01339,Móvil,Android,7.1,2025-11-24
D02228,U01340,Móvil,Android,7.1,2024-09-26
D02229,U01340,Smart TV,Android TV,7.2,2024-03-17
D02230,U01340,Computador,Windows,7.2,2025-06-14
D02231,U01341,Computador,Windows,7.2,2025-01-24
D02232,U01342,Computador,Linux,6.9,2024-06-23
D02233,U01342,Móvil,Android,7.2,2024-07-21
D02234,U01343,Móvil,iOS,7.0,2025-11-11
D02235,U01344,Smart TV,Android TV,7.1,2024-08-11
D02236,U01344,Móvil,iOS,7.1,2025-07-02
D02237,U01345,Móvil,iOS,7.1,2025-11-30
D02238,U01346,Smart TV,Roku OS,7.1,2025-09-26
D02239,U01346,Móvil,iOS,7.1,2025-11-11
D02240,U01347,Móvil,Android,7.2,2024-01-14
D02241,U01347,Computador,Windows,7.2,2024-11-17
D02242,U01348,Móvil,Android,7.0,2025-04-29
D02243,U01348,Smart TV,Android TV,6.9,2024-09-07
D02244,U01349,Computador,Windows,7.1,2024-06-06
D02245,U01350,Computador,Linux,7.1,2025-01-30
D02246,U01350,Móvil,Android,6.8,2025-09-24
D02247,U01350,Tablet,Android,7.2,2025-08-30
D02248,U01351,Computador,Linux,7.1,2025-08-21
D02249,U01351,Consola,Xbox,7.1,2025-03-17
D02250,U01352,Smart TV,webOS,7.1,2025-07-13
D02251,U01353,Smart TV,webOS,7.1,2025-08-25
D02252,U01353,Computador,Windows,7.1,2024-05-28
D02253,U01354,Smart TV,Android TV,7.2,2024-03-04
D02254,U01354,Computador,Windows,7.1,2025-05-30
D02255,U01354,Tablet,iPadOS,6.9,2023-05-25
D02256,U01355,Smart TV,Tizen,6.9,2025-11-15
D02257,U01356,Computador,Windows,7.2,2025-07-06
D02258,U01357,Computador,Windows,7.2,2024-08-28
D02259,U01357,Smart TV,webOS,7.2,2025-02-05
D02260,U01358,Tablet,Android,7.0,2025-10-20
D02261,U01358,Computador,Linux,7.2,2025-10-22
D02262,U01359,Móvil,Android,7.2,2024-07-17
D02263,U01360,Tablet,Android,7.0,2025-02-20
D02264,U01360,Móvil,iOS,7.2,2025-03-17
D02265,U01361,Móvil,Android,6.9,2025-11-01
D02266,U01361,Computador,macOS,7.1,2025-11-18
D02267,U01362,Tablet,Android,6.9,2023-12-10
D02268,U01362,Móvil,Android,7.2,2025-05-06
D02269,U01362,Smart TV,Tizen,6.8,2025-10-30
D02270,U01363,Tablet,Android,7.1,2025-04-29
D02271,U01363,Smart TV,Android TV,7.1,2024-12-28
D02272,U01363,Computador,macOS,6.8,2024-07-11
D02273,U01364,Smart TV,Roku OS,7.0,2024-10-26
D02274,U01365,Móvil,iOS,7.2,2025-06-06
D02275,U01365,Tablet,iPadOS,6.8,2025-06-29
D02276,U01366,Tablet,Android,7.1,2025-10-28
D02277,U01366,Smart TV,webOS,7.2,2025-03-31
D02278,U01366,Computador,macOS,7.0,2024-02-25
D02279,U01367,Móvil,iOS,6.8,2024-07-24
D02280,U01368,Computador,Linux,6.8,2025-02-23
D02281,U01369,Móvil,Android,7.2,2025-11-24
D02282,U01369,Computador,macOS,7.0,2025-11-29
D02283,U01369,Smart TV,webOS,7.0,2025-11-26
D02284,U01370,Computador,macOS,7.1,2025-10-26
D02285,U01371,Móvil,Android,6.9,2025-05-07
D02286,U01372,Computador,macOS,6.9,2025-03-18
D02287,U01373,Móvil,iOS,6.9,2025-01-26
D02288,U01374,Móvil,iOS,6.9,2024-10-18
D02289,U01375,Computador,Linux,6.9,2025-11-20
D02290,U01375,Smart TV,Tizen,6.8,2025-02-19
D02291,U01376,Móvil,iOS,7.2,2024-10-21
D02292,U01376,Smart TV,Android TV,7.1,2025-10-08
D02293,U01377,Consola,PlayStation,6.8,2024-01-30
D02294,U01378,Computador,Linux,7.2,2025-02-24
D02295,U01379,Móvil,iOS,7.2,2025-11-15
D02296,U01380,Smart TV,Roku OS,7.2,2025-07-06
D02297,U01380,Tablet,iPadOS,7.2,2025-04-23
D02298,U01381,Smart TV,webOS,7.1,2025-11-29
D02299,U01381,Móvil,iOS,7.1,2024-12-22
D02300,U01382,Computador,Linux,6.9,2023-04-29
D02301,U01382,Móvil,iOS,6.8,2023-07-07
D02302,U01383,Smart TV,webOS,7.2,2025-11-06
D02303,U01384,Consola,PlayStation,7.2,2025-06-20
D02304,U01384,Smart TV,Tizen,7.2,2025-09-16
D02305,U01385,Móvil,Android,7.0,2024-12-05
D02306,U01385,Computador,Linux,7.2,2025-10-21
D02307,U01386,Smart TV,Tizen,7.2,2024-01-30
D02308,U01387,Móvil,Android,7.1,2025-06-06
D02309,U01388,Móvil,Android,7.0,2024-03-25
D02310,U01389,Móvil,iOS,7.1,2024-03-15
D02311,U01390,Smart TV,Tizen,7.1,2025-11-19
D02312,U01390,Computador,Windows,7.2,2025-09-11
D02313,U01390,Móvil,Android,6.8,2025-11-18
D02314,U01391,Smart TV,Android TV,7.0,2025-11-28
D02315,U01391,Móvil,iOS,7.0,2025-08-03
D02316,U01392,Móvil,Android,7.1,2025-07-25
D02317,U01393,Computador,macOS,7.2,2025-02-14
D02318,U01394,Smart TV,Tizen,7.2,2024-10-25
D02319,U01394,Tablet,Android,7.1,2023-12-23
D02320,U01395,Smart TV,Android TV,7.2,2025-09-26
D02321,U01396,Computador,macOS,7.0,2024-12-24
D02322,U01397,Móvil,Android,6.9,2025-11-21
D02323,U01398,Móvil,Android,7.1,2025-05-13
D02324,U01399,Computador,Linux,6.9,2025-11-11
D02325,U01400,Tablet,Android,7.2,2024-01-23
D02326,U01401,Smart TV,webOS,6.9,2024-12-27
D02327,U01402,Móvil,iOS,7.1,2024-08-25
D02328,U01402,Smart TV,Tizen,7.2,2025-01-26
D02329,U01403,Computador,Linux,7.1,2024-04-06
D02330,U01403,Tablet,Android,7.2,2023-08-28
D02331,U01404,Smart TV,Roku OS,7.1,2025-04-17
D02332,U01404,Computador,Linux,7.2,2025-08-10
D02333,U01404,Móvil,iOS,7.2,2025-06-02
D02334,U01405,Smart TV,Android TV,7.0,2025-08-27
D02335,U01405,Computador,Windows,6.9,2025-01-18
D02336,U01406,Computador,Windows,7.2,2025-08-05
D02337,U01406,Smart TV,webOS,7.2,2024-03-31
D02338,U01407,Móvil,Android,7.2,2025-07-18
D02339,U01407,Computador,Linux,7.0,2025-07-08
D02340,U01408,Móvil,iOS,7.2,2025-08-22
D02341,U01409,Smart TV,Tizen,7.2,2024-11-10
D02342,U01409,Computador,Linux,7.1,2025-02-05
D02343,U01410,Smart TV,Tizen,7.0,2025-11-16
D02344,U01411,Smart TV,Android TV,7.1,2023-10-03
D02345,U01411,Móvil,iOS,7.0,2023-11-12
D02346,U01412,Smart TV,Tizen,6.8,2024-10-08
D02347,U01413,Computador,Linux,7.2,2025-03-14
D02348,U01414,Móvil,Android,7.2,2025-11-15
D02349,U01415,Smart TV,Tizen,7.1,2024-10-05
D02350,U01415,Móvil,Android,7.1,2024-07-30
D02351,U01415,Computador,macOS,7.0,2024-07-16
D02352,U01416,Smart TV,Roku OS,7.1,2025-08-06
D02353,U01416,Tablet,Android,7.2,2025-11-07
D02354,U01417,Móvil,Android,7.1,2025-11-11
D02355,U01417,Tablet,iPadOS,7.2,2025-03-30
D02356,U01418,Móvil,iOS,7.2,2025-01-12
D02357,U01418,Tablet,Android,7.0,2023-08-19
D02358,U01419,Tablet,Android,7.2,2025-04-22
D02359,U01420,Smart TV,Roku OS,7.2,2025-08-11
D02360,U01420,Móvil,Android,7.1,2025-10-26
D02361,U01420,Tablet,iPadOS,7.0,2025-06-03
D02362,U01421,Móvil,Android,7.0,2025-03-13
D02363,U01421,Smart TV,Android TV,6.8,2024-07-05
D02364,U01422,Computador,Windows,7.1,2025-08-23
D02365,U01423,Computador,Linux,7.2,2025-09-10
D02366,U01424,Tablet,Android,7.2,2024-09-23
D02367,U01424,Móvil,iOS,7.2,2024-08-06
D02368,U01425,Computador,Linux,7.0,2025-01-07
D02369,U01425,Tablet,Android,7.1,2024-06-12
D02370,U01425,Móvil,iOS,7.2,2025-01-25
D02371,U01426,Tablet,iPadOS,7.0,2025-11-28
D02372,U01427,Smart TV,Android TV,7.0,2025-01-14
D02373,U01428,Móvil,Android,7.2,2025-09-29
D02374,U01429,Computador,Linux,7.0,2023-10-21
D02375,U01430,Smart TV,webOS,7.0,2025-04-30
D02376,U01431,Computador,Windows,7.1,2025-07-21
D02377,U01431,Móvil,iOS,7.2,2025-09-12
D02378,U01432,Smart TV,Roku OS,7.2,2025-09-21
D02379,U01433,Smart TV,Android TV,6.8,2025-09-18
D02380,U01434,Móvil,Android,7.2,2025-09-01
D02381,U01435,Smart TV,Android TV,7.2,2024-04-17
D02382,U01435,Computador,Linux,7.2,2024-04-24
D02383,U01435,Móvil,iOS,7.2,2025-11-25
D02384,U01436,Smart TV,Android TV,7.0,2025-09-15
D02385,U01436,Móvil,iOS,6.8,2025-06-24
D02386,U01436,Computador,Linux,7.0,2025-04-04
D02387,U01437,Tablet,iPadOS,7.1,2025-02-20
D02388,U01437,Móvil,iOS,7.1,2025-10-01
D02389,U01437,Computador,Windows,7.1,2024-11-11
D02390,U01438,Smart TV,webOS,7.0,2025-11-24
D02391,U01439,Smart TV,Tizen,7.2,2025-11-17
D02392,U01440,Computador,Windows,7.2,2025-08-05
D02393,U01441,Computador,Windows,7.2,2025-06-24
D02394,U01442,Computador,macOS,6.9,2024-07-31
D02395,U01442,Móvil,Android,7.2,2025-11-04
D02396,U01443,Computador,Windows,6.8,2025-05-24
D02397,U01443,Móvil,Android,7.2,2024-10-26
D02398,U01443,Tablet,Android,7.0,2024-05-31
D02399,U01444,Smart TV,Roku OS,7.1,2025-01-24
D02400,U01445,Computador,Linux,7.1,2025-11-25
D02401,U01445,Tablet,iPadOS,6.9,2025-11-25
D02402,U01446,Tablet,iPadOS,7.1,2025-08-26
D02403,U01447,Computador,Linux,7.2,2025-02-25
D02404,U01448,Computador,Linux,6.9,2025-10-24
D02405,U01448,Móvil,iOS,6.9,2025-08-28
D02406,U01449,Móvil,Android,7.2,2025-05-06
D02407,U01450,Computador,Windows,7.0,2024-12-07
D02408,U01451,Móvil,Android,7.0,2024-02-29
D02409,U01451,Tablet,iPadOS,6.8,2025-11-03
D02410,U01452,Computador,Linux,6.8,2024-10-26
D02411,U01452,Móvil,iOS,7.2,2025-01-17
D02412,U01453,Tablet,Android,6.9,2025-10-21
D02413,U01453,Móvil,iOS,7.1,2025-07-29
D02414,U01454,Móvil,Android,7.1,2024-10-08
D02415,U01455,Smart TV,Roku OS,7.0,2025-09-24
D02416,U01455,Computador,macOS,6.9,2025-02-28
D02417,U01455,Móvil,iOS,7.1,2024-05-24
D02418,U01456,Móvil,iOS,7.2,2025-05-07
D02419,U01457,Smart TV,webOS,7.2,2025-11-15
D02420,U01457,Móvil,Android,7.2,2025-03-24
D02421,U01458,Smart TV,Android TV,6.9,2025-11-16
D02422,U01459,Smart TV,Roku OS,7.1,2025-04-28
D02423,U01460,Smart TV,Android TV,6.8,2025-10-23
D02424,U01460,Computador,Windows,7.2,2025-11-12
D02425,U01461,Móvil,Android,7.2,2023-08-26
D02426,U01461,Smart TV,Android TV,7.0,2024-09-15
D02427,U01462,Smart TV,webOS,7.1,2025-03-05
D02428,U01462,Tablet,iPadOS,6.9,2025-05-17
D02429,U01463,Computador,Windows,6.8,2025-11-25
D02430,U01463,Smart TV,Tizen,7.0,2025-09-20
D02431,U01464,Consola,Xbox,7.0,2025-02-28
D02432,U01464,Móvil,iOS,6.9,2024-07-05
D02433,U01465,Tablet,Android,6.9,2025-11-03
D02434,U01466,Móvil,Android,7.1,2025-09-19
D02435,U01466,Smart TV,Tizen,7.1,2025-10-16
D02436,U01467,Smart TV,webOS,7.1,2025-07-03
D02437,U01468,Móvil,iOS,6.9,2025-10-03
D02438,U01469,Computador,Linux,7.2,2023-10-08
D02439,U01469,Tablet,Android,7.2,2025-04-10
D02440,U01469,Smart TV,Roku OS,7.2,2023-05-06
D02441,U01470,Móvil,Android,7.2,2024-12-26
D02442,U01471,Computador,macOS,6.9,2025-02-26
D02443,U01472,Móvil,Android,7.2,2025-02-08
D02444,U01472,Tablet,iPadOS,7.2,2023-04-29
D02445,U01473,Computador,Windows,7.2,2024-10-12
D02446,U01474,Computador,macOS,6.9,2025-04-30
D02447,U01475,Consola,Xbox,7.2,2023-11-23
D02448,U01475,Computador,macOS,7.1,2024-02-15
D02449,U01476,Móvil,iOS,6.9,2025-05-09
D02450,U01477,Computador,Linux,7.2,2025-06-15
D02451,U01477,Móvil,iOS,7.1,2025-07-16
D02452,U01478,Móvil,iOS,6.9,2025-10-28
D02453,U01478,Computador,macOS,7.1,2025-11-25
D02454,U01479,Computador,macOS,7.2,2025-10-23
D02455,U01480,Móvil,iOS,7.0,2024-09-29
D02456,U01481,Móvil,Android,6.9,2025-03-22
D02457,U01481,Tablet,Android,7.0,2023-03-15
D02458,U01482,Computador,macOS,7.1,2025-11-28
D02459,U01483,Móvil,Android,6.9,2025-03-28
D02460,U01483,Computador,macOS,7.2,2025-07-22
D02461,U01484,Móvil,iOS,7.0,2025-08-05
D02462,U01484,Computador,macOS,7.1,2025-09-22
D02463,U01485,Móvil,Android,7.0,2025-11-07
D02464,U01486,Tablet,Android,7.1,2025-01-10
D02465,U01487,Smart TV,Android TV,6.8,2025-10-07
D02466,U01487,Computador,macOS,7.2,2024-07-19
D02467,U01487,Móvil,Android,6.8,2025-05-25
D02468,U01488,Móvil,Android,7.2,2025-10-06
D02469,U01489,Móvil,Android,7.2,2025-06-09
