interaccion_id,usuario_id,contenido_id,fecha_hora,tipo_interaccion,canal,origen_interfaz
I000339,U00481,C0167,2025-05-20 20:43:07,Me gusta,App,Inicio
I000340,U00283,C0193,2025-07-05 14:45:03,Compartir,App,Inicio
I000341,U00283,C0055,2025-09-11 13:52:14,No me gusta,App,Recomendados
I000342,U00283,C0257,2025-11-06 22:44:51,Compartir,App,Recomendados
I000343,U00890,C0174,2025-09-17 12:10:03,Clic recomendación,App,Recomendados
I000344,U00890,C0306,2025-08-07 16:11:09,Clic recomendación,App,Recomendados
I000345,U00890,C0195,2025-02-22 13:55:32,Me gusta,App,Continuar viendo
I000346,U00890,C0197,2025-02-12 09:47:24,No me gusta,App,Continuar viendo
I000347,U00890,C0171,2025-05-28 00:49:41,Clic recomendación,App,Recomendados
I000348,U00890,C0234,2025-08-09 14:26:44,Clic recomendación,App,Recomendados
I000349,U00890,C0109,2025-05-30 08:59:38,Compartir,App,Tendencias
I000350,U00890,C0180,2025-11-21 22:27:33,Descarga,App,Inicio
I000351,U00890,C0224,2025-01-29 21:47:58,Compartir,App,Tendencias
I000352,U00890,C0250,2025-09-16 21:46:35,Agregar a mi lista,App,Inicio
I000353,U00932,C0126,2025-06-22 16:56:35,Compartir,App,Recomendados
I000354,U00932,C0385,2025-10-23 22:04:22,Clic recomendación,App,Recomendados
I000355,U00932,C0209,2025-01-11 20:33:04,Descarga,Web,Continuar viendo
I000356,U00932,C0085,2025-01-29 22:59:14,Me gusta,App,Recomendados
I000357,U00932,C0106,2025-02-25 20:33:19,Descarga,Web,Búsqueda
I000358,U00889,C0140,2025-01-13 23:08:40,Agregar a mi lista,App,Recomendados
I000359,U00889,C0214,2025-01-23 21:04:17,Agregar a mi lista,App,Recomendados
I000360,U00889,C0134,2025-04-22 23:50:07,Clic recomendación,App,Recomendados
I000361,U00889,C0323,2025-11-01 11:43:47,No me gusta,App,Inicio
I000362,U00401,C0038,2025-10-31 19:33:40,Descarga,App,Inicio
I000363,U00434,C0157,2025-12-15 14:42:10,Clic recomendación,Web,Recomendados
I000364,U00434,C0335,2025-06-22 15:18:10,Descarga,Web,Continuar viendo
I000365,U00434,C0153,2025-10-08 11:16:04,Compartir,Web,Recomendados
I000366,U00099,C0304,2025-08-18 17:19:23,Descarga,App,Recomendados
I000367,U00099,C0138,2025-07-26 02:29:59,Clic recomendación,App,Recomendados
I000368,U00099,C0384,2025-07-06 20:52:08,Agregar a mi lista,App,Búsqueda
I000369,U00099,C0168,2025-12-10 17:49:14,Agregar a mi lista,App,Continuar viendo
I000370,U00099,C0279,2025-03-05 16:39:47,Agregar a mi lista,App,Recomendados
I000371,U00099,C0320,2025-10-16 20:18:26,Descarga,App,Continuar viendo
I000372,U01483,C0141,2025-01-11 20:16:26,Agregar a mi lista,Web,Inicio
I000373,U01483,C0369,2025-07-04 13:35:50,Descarga,App,Recomendados
I000374,U01483,C0260,2025-05-31 21:47:02,Agregar a mi lista,Web,Inicio
I000375,U01483,C0185,2025-03-10 21:31:01,Agregar a mi lista,App,Continuar viendo
I000376,U01483,C0067,2025-03-16 17:45:15,Descarga,Web,Búsqueda
I000377,U01483,C0343,2025-07-28 01:53:49,Agregar a mi lista,Web,Tendencias
I000378,U01483,C0330,2025-08-25 06:27:55,Me gusta,App,Recomendados
I000379,U01483,C0266,2025-09-29 10:31:36,Me gusta,App,Continuar viendo
I000380,U00014,C0196,2025-09-13 13:49:28,Me gusta,App,Inicio
I000381,U00014,C0231,2025-10-04 05:56:21,Descarga,App,Inicio
I000382,U01038,C0020,2025-11-29 09:11:51,Compartir,App,Recomendados
I000383,U01038,C0299,2025-09-06 22:55:25,Agregar a mi lista,App,Continuar viendo
I000384,U01038,C0266,2025-01-21 21:50:41,Me gusta,App,Continuar viendo
I000385,U01038,C0365,2025-02-21 21:51:38,Clic recomendación,App,Inicio
I000386,U01038,C0367,2025-10-28 21:02:20,Clic recomendación,App,Inicio
I000387,U01038,C0308,2025-08-12 00:15:20,Me gusta,App,Recomendados
I000388,U01038,C0043,2025-08-17 21:34:02,Me gusta,App,Recomendados
I000389,U01038,C0367,2025-08-31 19:26:05,Quitar de mi lista,App,Recomendados
I000390,U00266,C0418,2025-02-01 09:11:11,Clic recomendación,App,Recomendados
I000391,U00266,C0299,2025-05-31 20:47:46,Clic recomendación,App,Inicio
I000392,U00266,C0408,2025-03-17 21:37:38,Me gusta,App,Tendencias
I000393,U00266,C0003,2025-06-14 23:21:16,No me gusta,App,Inicio
I000394,U00266,C0359,2025-02-21 19:32:33,Me gusta,App,Recomendados
I000395,U00266,C0340,2025-02-13 17:08:41,Agregar a mi lista,App,Continuar viendo
I000396,U00266,C0368,2025-08-06 21:46:53,Me gusta,App,Recomendados
I000397,U00266,C0150,2025-02-12 09:53:27,Compartir,App,Recomendados
I000398,U00266,C0151,2025-01-27 17:34:50,Clic recomendación,App,Recomendados
I000399,U00266,C0281,2025-01-11 12:24:03,Clic recomendación,App,Recomendados
I000400,U00266,C0349,2025-05-25 19:00:50,Compartir,App,Búsqueda
I000401,U00266,C0365,2025-04-22 23:24:04,Quitar de mi lista,App,Recomendados
I000402,U01036,C0080,2025-10-19 18:18:40,Agregar a mi lista,App,Tendencias
I000403,U01036,C0402,2025-10-09 12:26:21,Clic recomendación,App,Inicio
I000404,U01036,C0192,2025-11-13 23:32:29,Descarga,App,Continuar viendo
I000405,U01036,C0357,2025-11-12 20:51:05,Quitar de mi lista,App,Inicio
I000406,U01036,C0300,2025-12-03 16:21:34,Me gusta,App,Recomendados
I000407,U00479,C0386,2025-04-16 13:15:16,Clic recomendación,Web,Recomendados
I000408,U00479,C0273,2025-04-06 21:25:19,Me gusta,Web,Recomendados
I000409,U00479,C0358,2025-01-16 18:33:43,Clic recomendación,App,Inicio
I000410,U00479,C0063,2025-04-30 17:40:09,Agregar a mi lista,Web,Continuar viendo
I000411,U00479,C0083,2025-02-12 23:44:47,Clic recomendación,App,Recomendados
I000412,U00479,C0070,2025-03-19 00:16:26,Compartir,Web,Continuar viendo
I000413,U01308,C0339,2025-10-27 23:21:58,Clic recomendación,App,Recomendados
I000414,U01308,C0166,2025-10-29 23:30:30,Me gusta,App,Recomendados
I000415,U00727,C0414,2025-06-11 22:29:25,Me gusta,App,Continuar viendo
I000416,U00727,C0146,2025-04-26 23:57:07,Descarga,App,Recomendados
I000417,U00727,C0417,2025-07-04 21:04:29,Compartir,App,Continuar viendo
I000418,U00727,C0100,2025-06-10 21:35:23,Compartir,App,Búsqueda
I000419,U00727,C0378,2025-07-16 20:56:01,Me gusta,App,Inicio
I000420,U00727,C0376,2025-07-15 23:25:41,Me gusta,App,Búsqueda
I000421,U00727,C0157,2025-05-28 13:09:56,Descarga,App,Búsqueda
I000422,U00727,C0315,2025-05-26 13:02:37,Me gusta,App,Recomendados
I000423,U00383,C0401,2025-12-17 13:13:34,Descarga,Web,Recomendados
I000424,U00383,C0148,2025-10-14 22:56:32,Agregar a mi lista,App,Inicio
I000425,U00383,C0417,2025-10-07 17:32:10,Clic recomendación,App,Recomendados
I000426,U00383,C0285,2025-10-30 13:41:30,Quitar de mi lista,Web,Tendencias
I000427,U00383,C0165,2025-08-03 00:30:30,Me gusta,App,Recomendados
I000428,U00540,C0249,2025-07-24 20:59:19,Quitar de mi lista,App,Tendencias
I000429,U00540,C0018,2025-06-27 11:49:22,Me gusta,App,Inicio
I000430,U00540,C0107,2025-10-04 11:46:40,Agregar a mi lista,App,Recomendados
I000431,U00540,C0159,2025-01-03 20:17:22,Agregar a mi lista,App,Búsqueda
I000432,U00540,C0386,2025-11-11 20:09:40,Agregar a mi lista,App,Inicio
I000433,U00540,C0300,2025-05-25 21:11:09,Clic recomendación,App,Recomendados
I000434,U00540,C0133,2025-05-09 19:14:30,Clic recomendación,App,Inicio
I000435,U00540,C0031,2025-06-21 11:13:55,Agregar a mi lista,App,Continuar viendo
I000436,U00261,C0361,2025-10-24 22:25:15,Clic recomendación,App,Recomendados
I000437,U00261,C0358,2025-01-23 20:50:10,Agregar a mi lista,App,Inicio
I000438,U00261,C0369,2025-08-04 22:27:07,Clic recomendación,App,Recomendados
I000439,U00261,C0277,2025-06-17 03:18:43,Compartir,App,Recomendados
I000440,U00719,C0009,2025-11-11 04:21:54,Clic recomendación,Web,Recomendados
I000441,U01273,C0229,2025-09-27 23:23:31,Agregar a mi lista,App,Búsqueda
I000442,U01273,C0163,2025-11-08 12:33:22,Clic recomendación,Web,Recomendados
I000443,U01273,C0305,2025-06-01 23:01:08,Agregar a mi lista,App,Continuar viendo
I000444,U01273,C0006,2025-12-07 01:43:37,Quitar de mi lista,App,Búsqueda
I000445,U00399,C0294,2025-05-19 20:13:38,Clic recomendación,App,Recomendados
I000446,U01081,C0102,2025-07-15 18:12:06,Agregar a mi lista,App,Búsqueda
I000447,U01081,C0267,2025-02-01 21:24:32,Me gusta,App,Recomendados
I000448,U01081,C0139,2025-07-30 22:01:55,Clic recomendación,App,Inicio
I000449,U01081,C0034,2025-09-20 10:00:15,Clic recomendación,App,Recomendados
I000450,U01081,C0175,2025-02-13 23:38:21,Me gusta,App,Tendencias
I000451,U01151,C0326,2025-08-28 22:40:18,Agregar a mi lista,App,Continuar viendo
I000452,U01151,C0351,2025-09-24 04:13:28,No me gusta,App,Inicio
I000453,U01151,C0048,2025-11-26 23:48:36,Me gusta,App,Recomendados
I000454,U01151,C0287,2025-12-07 13:13:43,Compartir,App,Búsqueda
I000455,U01151,C0419,2025-09-01 20:02:28,Me gusta,App,Búsqueda
I000456,U01151,C0068,2025-12-16 19:35:05,Agregar a mi lista,App,Recomendados
I000457,U01222,C0379,2025-05-28 23:45:11,Me gusta,Web,Tendencias
I000458,U01222,C0298,2025-08-16 23:29:08,Clic recomendación,Web,Recomendados
I000459,U01222,C0062,2025-07-20 11:48:13,Clic recomendación,Web,Inicio
I000460,U00845,C0351,2025-03-17 19:31:52,Quitar de mi lista,App,Recomendados
I000461,U00845,C0318,2025-07-19 20:59:05,Clic recomendación,App,Recomendados
I000462,U00845,C0155,2025-08-12 08:30:30,Clic recomendación,App,Recomendados
I000463,U00845,C0169,2025-10-29 23:17:53,No me gusta,App,Búsqueda
I000464,U00845,C0228,2025-11-03 20:18:29,Clic recomendación,App,Recomendados
I000465,U00845,C0295,2025-07-04 16:42:26,Agregar a mi lista,App,Continuar viendo
I000466,U00918,C0122,2025-02-18 21:22:37,Clic recomendación,Web,Inicio
I000467,U00918,C0106,2025-05-31 19:13:12,Clic recomendación,Web,Inicio
I000468,U00918,C0342,2025-01-05 21:42:15,Me gusta,Web,Recomendados
I000469,U00918,C0331,2025-06-09 14:29:07,Clic recomendación,Web,Recomendados
I000470,U00918,C0253,2025-02-18 09:40:45,Clic recomendación,Web,Recomendados
I000471,U00918,C0255,2025-07-09 21:23:54,Compartir,Web,Inicio
I000472,U00918,C0008,2025-03-28 22:52:38,Me gusta,Web,Recomendados
I000473,U00918,C0219,2025-06-06 17:50:40,Agregar a mi lista,Web,Recomendados
I000474,U00542,C0254,2025-08-20 22:46:47,Clic recomendación,Web,Recomendados
I000475,U00542,C0331,2025-10-19 20:32:48,Agregar a mi lista,Web,Tendencias
I000476,U00542,C0133,2025-11-07 08:56:24,Quitar de mi lista,App,Inicio
I000477,U00542,C0117,2025-10-03 11:42:39,Me gusta,Web,Continuar viendo
I000478,U00542,C0194,2025-10-28 23:02:30,Descarga,App,Tendencias
I000479,U00104,C0303,2025-01-15 23:55:06,Compartir,App,Tendencias
I000480,U00104,C0274,2025-09-20 07:17:02,Compartir,App,Recomendados
I000481,U00104,C0368,2025-11-26 21:14:50,Agregar a mi lista,App,Continuar viendo
I000482,U01139,C0257,2025-01-05 15:43:51,Descarga,Web,Recomendados
I000483,U01139,C0296,2025-01-24 15:25:06,Clic recomendación,Web,Inicio
I000484,U01139,C0333,2025-02-08 13:00:33,Descarga,Web,Recomendados
I000485,U01139,C0055,2025-02-05 16:56:06,Agregar a mi lista,Web,Recomendados
I000486,U01139,C0358,2025-01-23 13:52:37,Me gusta,Web,Recomendados
I000487,U01139,C0131,2025-01-02 23:15:19,Me gusta,Web,Continuar viendo
I000488,U01139,C0014,2025-01-18 13:01:43,Agregar a mi lista,Web,Continuar viendo
I000489,U01139,C0045,2025-01-25 15:33:02,Compartir,Web,Búsqueda
I000490,U01139,C0154,2025-02-04 14:09:47,Me gusta,Web,Recomendados
I000491,U01139,C0191,2025-02-06 21:07:11,Agregar a mi lista,Web,Recomendados
I000492,U01256,C0158,2025-04-28 16:45:36,Agregar a mi lista,App,Recomendados
I000493,U01256,C0169,2025-10-06 10:17:25,Agregar a mi lista,App,Recomendados
I000494,U01256,C0319,2025-06-04 17:36:41,No me gusta,App,Búsqueda
I000495,U01256,C0217,2025-07-02 07:45:56,Agregar a mi lista,App,Recomendados
I000496,U01256,C0083,2025-05-21 10:29:52,Clic recomendación,App,Recomendados
I000497,U01256,C0311,2025-08-21 20:07:36,Me gusta,App,Inicio
I000498,U01256,C0025,2025-04-03 12:34:41,Agregar a mi lista,App,Continuar viendo
I000499,U01256,C0414,2025-07-25 23:18:55,Descarga,App,Recomendados
I000500,U00907,C0288,2025-03-10 19:29:13,Compartir,App,Recomendados
I000501,U00907,C0212,2025-12-05 10:47:15,Me gusta,App,Inicio
I000502,U00907,C0039,2025-06-25 08:46:59,Agregar a mi lista,App,Recomendados
I000503,U00907,C0021,2025-11-26 23:46:20,Agregar a mi lista,App,Búsqueda
I000504,U01200,C0025,2025-03-01 22:30:51,Me gusta,App,Inicio
I000505,U01200,C0010,2025-12-05 19:19:04,Agregar a mi lista,App,Continuar viendo
I000506,U01200,C0001,2025-09-19 09:33:24,Clic recomendación,App,Tendencias
I000507,U01200,C0358,2025-02-10 23:52:47,Me gusta,App,Inicio
I000508,U01200,C0402,2025-12-12 20:01:57,Clic recomendación,App,Inicio
I000509,U01200,C0058,2025-07-10 14:07:34,Me gusta,App,Recomendados
I000510,U01200,C0140,2025-07-09 20:37:45,Clic recomendación,App,Recomendados
I000511,U01200,C0038,2025-10-12 15:35:49,Clic recomendación,App,Recomendados
I000512,U01200,C0176,2025-10-03 23:53:12,Compartir,App,Continuar viendo
I000513,U01200,C0275,2025-06-19 22:42:22,Agregar a mi lista,App,Inicio
I000514,U01377,C0227,2025-06-19 20:56:02,Me gusta,App,Recomendados
I000515,U01377,C0219,2025-05-25 18:26:35,Compartir,App,Recomendados
I000516,U01377,C0350,2025-02-23 16:22:47,Clic recomendación,App,Recomendados
I000517,U01377,C0233,2025-10-03 20:53:56,Clic recomendación,App,Recomendados
I000518,U01377,C0145,2025-07-21 18:44:50,Compartir,App,Continuar viendo
I000519,U01377,C0017,2025-09-16 21:59:58,Clic recomendación,App,Inicio
I000520,U01240,C0296,2025-03-16 16:55:33,Compartir,App,Continuar viendo
I000521,U01240,C0297,2025-03-22 23:57:24,Agregar a mi lista,App,Búsqueda
I000522,U01240,C0303,2025-07-12 16:59:52,Me gusta,App,Inicio
I000523,U00369,C0092,2025-01-19 19:06:52,Clic recomendación,App,Recomendados
I000524,U00369,C0418,2025-01-01 15:47:48,Descarga,Web,Recomendados
I000525,U00369,C0004,2025-01-05 23:02:52,Clic recomendación,App,Recomendados
I000526,U01169,C0136,2025-06-26 09:24:21,Me gusta,Web,Tendencias
I000527,U01375,C0329,2025-01-31 20:56:22,Agregar a mi lista,Web,Búsqueda
I000528,U01375,C0310,2025-02-23 17:16:15,Agregar a mi lista,Web,Búsqueda
I000529,U01375,C0338,2025-05-24 18:39:26,Me gusta,App,Continuar viendo
I000530,U00558,C0404,2025-06-15 22:01:53,Descarga,App,Recomendados
I000531,U00558,C0265,2025-04-01 09:43:50,Agregar a mi lista,App,Recomendados
I000532,U00558,C0304,2025-01-18 06:37:06,Clic recomendación,App,Recomendados
I000533,U00558,C0030,2025-07-19 03:20:09,Clic recomendación,App,Recomendados
I000534,U00791,C0243,2025-05-04 09:53:05,Me gusta,App,Inicio
I000535,U00791,C0381,2025-06-04 21:13:49,Clic recomendación,App,Recomendados
I000536,U01137,C0293,2025-10-14 00:11:05,Me gusta,Web,Recomendados
I000537,U01137,C0094,2025-07-08 17:41:42,Compartir,Web,Inicio
I000538,U01305,C0413,2025-12-01 13:09:33,Clic recomendación,App,Recomendados
I000539,U00276,C0150,2025-12-02 17:50:10,Clic recomendación,App,Recomendados
I000540,U00276,C0110,2025-10-02 11:36:33,Me gusta,App,Recomendados
I000541,U00276,C0345,2025-12-17 07:26:12,Clic recomendación,App,Inicio
I000542,U00537,C0262,2025-01-16 22:13:36,Clic recomendación,Web,Inicio
I000543,U00537,C0295,2025-02-19 23:58:57,Me gusta,App,Recomendados
I000544,U01353,C0265,2025-04-04 13:22:40,Me gusta,Web,Recomendados
I000545,U01353,C0028,2025-08-29 09:12:06,Me gusta,Web,Tendencias
I000546,U01353,C0248,2025-07-30 17:42:21,No me gusta,App,Continuar viendo
I000547,U01353,C0233,2025-07-20 13:35:57,Agregar a mi lista,Web,Recomendados
I000548,U01353,C0372,2025-12-13 11:36:24,Agregar a mi lista,App,Recomendados
I000549,U01353,C0296,2025-02-20 22:15:47,No me gusta,Web,Inicio
I000550,U01353,C0051,2025-07-07 21:25:06,Me gusta,Web,Recomendados
I000551,U01353,C0309,2025-12-23 21:30:26,Agregar a mi lista,App,Inicio
I000552,U01353,C0420,2025-09-18 17:03:01,Descarga,Web,Búsqueda
I000553,U01353,C0063,2025-01-30 21:34:39,Me gusta,Web,Búsqueda
I000554,U01353,C0413,2025-12-24 20:49:25,Compartir,App,Búsqueda
I000555,U01353,C0231,2025-12-17 20:23:15,Descarga,App,Continuar viendo
I000556,U01316,C0242,2025-03-25 14:52:31,Me gusta,Web,Inicio
I000557,U01316,C0382,2025-04-23 20:03:38,Me gusta,Web,Inicio
I000558,U01316,C0267,2025-01-10 23:01:57,Agregar a mi lista,Web,Inicio
I000559,U01316,C0253,2025-02-01 21:04:21,Me gusta,Web,Recomendados
I000560,U01316,C0370,2025-03-16 07:01:19,Agregar a mi lista,Web,Búsqueda
I000561,U01316,C0113,2025-01-13 23:10:03,Compartir,Web,Recomendados
I000562,U01316,C0293,2025-01-30 23:10:44,Agregar a mi lista,Web,Tendencias
I000563,U01316,C0251,2025-01-27 19:34:32,Agregar a mi lista,Web,Recomendados
I000564,U01316,C0388,2025-01-09 16:37:36,Descarga,Web,Inicio
I000565,U01316,C0234,2025-04-18 17:16:09,Me gusta,Web,Recomendados
I000566,U01316,C0284,2025-02-05 19:50:06,Me gusta,Web,Inicio
I000567,U01316,C0333,2025-03-23 07:23:19,Agregar a mi lista,Web,Recomendados
I000568,U00005,C0375,2025-12-15 00:32:08,Clic recomendación,Web,Inicio
I000569,U00751,C0309,2025-08-27 21:46:33,Clic recomendación,App,Recomendados
I000570,U00751,C0201,2025-10-31 18:11:41,Me gusta,App,Inicio
I000571,U00751,C0109,2025-09-11 22:30:59,Clic recomendación,App,Inicio
I000572,U00751,C0058,2025-09-22 20:49:12,Agregar a mi lista,App,Recomendados
I000573,U00751,C0220,2025-10-13 00:03:34,Me gusta,App,Recomendados
I000574,U00751,C0019,2025-08-10 00:43:07,No me gusta,App,Continuar viendo
I000575,U00751,C0218,2025-08-16 22:17:07,Compartir,App,Búsqueda
I000576,U00751,C0025,2025-09-13 15:52:18,Me gusta,App,Continuar viendo
I000577,U00587,C0127,2025-04-19 16:37:49,Clic recomendación,App,Recomendados
I000578,U00587,C0003,2025-08-27 19:01:13,Descarga,App,Inicio
I000579,U00587,C0177,2025-03-17 12:21:44,No me gusta,App,Búsqueda
I000580,U00587,C0120,2025-01-15 08:51:03,Clic recomendación,App,Tendencias
I000581,U00587,C0140,2025-06-23 22:04:56,Clic recomendación,App,Recomendados
I000582,U00587,C0099,2025-01-18 10:15:28,Me gusta,App,Tendencias
I000583,U01326,C0415,2025-03-12 22:32:36,Clic recomendación,App,Recomendados
I000584,U01326,C0298,2025-06-08 13:01:36,Clic recomendación,App,Recomendados
I000585,U01326,C0261,2025-08-19 10:54:54,Me gusta,App,Recomendados
I000586,U00030,C0337,2025-09-28 00:49:09,No me gusta,App,Recomendados
I000587,U00030,C0199,2025-04-17 22:14:36,Me gusta,App,Recomendados
I000588,U00525,C0025,2025-08-16 19:09:33,Me gusta,App,Inicio
I000589,U00525,C0211,2025-07-31 23:13:25,Descarga,App,Recomendados
I000590,U00525,C0351,2025-04-24 18:10:00,Clic recomendación,Web,Recomendados
I000591,U00411,C0100,2025-11-09 22:48:07,Me gusta,App,Continuar viendo
I000592,U00411,C0284,2025-11-19 08:53:52,Agregar a mi lista,App,Recomendados
I000593,U00411,C0205,2025-11-08 19:12:23,Me gusta,App,Búsqueda
I000594,U00411,C0150,2025-07-19 19:26:57,Clic recomendación,App,Recomendados
I000595,U00411,C0395,2025-07-31 23:34:41,Me gusta,App,Búsqueda
I000596,U00411,C0295,2025-06-14 21:20:54,Me gusta,App,Recomendados
I000597,U00411,C0032,2025-08-18 23:24:11,Compartir,App,Inicio
I000598,U00411,C0349,2025-06-11 22:50:09,Me gusta,App,Recomendados
I000599,U00411,C0142,2025-10-24 19:38:46,Clic recomendación,App,Recomendados
I000600,U00411,C0251,2025-11-23 15:15:29,Clic recomendación,App,Inicio
I000601,U00730,C0048,2025-10-01 11:24:13,Agregar a mi lista,App,Recomendados
I000602,U00730,C0275,2025-06-24 23:38:31,Clic recomendación,App,Tendencias
I000603,U00730,C0267,2025-06-04 16:54:39,Agregar a mi lista,App,Tendencias
I000604,U01100,C0229,2025-06-24 09:32:14,Clic recomendación,App,Tendencias
I000605,U01100,C0177,2025-12-18 18:45:15,Clic recomendación,App,Inicio
I000606,U00410,C0312,2025-06-24 21:04:10,Clic recomendación,App,Recomendados
I000607,U00410,C0414,2025-09-21 19:32:07,Me gusta,App,Recomendados
I000608,U00410,C0102,2025-08-26 18:09:48,Clic recomendación,App,Recomendados
I000609,U00410,C0210,2025-10-31 13:51:21,Clic recomendación,App,Recomendados
I000610,U00026,C0105,2025-09-13 10:34:45,Me gusta,App,Recomendados
I000611,U00026,C0194,2025-09-08 16:17:42,Compartir,App,Continuar viendo
I000612,U00026,C0202,2025-08-25 21:32:21,Descarga,App,Continuar viendo
I000613,U00026,C0123,2025-09-04 23:47:35,Clic recomendación,App,Recomendados
I000614,U00026,C0042,2025-09-18 23:54:46,Descarga,App,Inicio
I000615,U00026,C0041,2025-10-12 17:03:02,Me gusta,App,Continuar viendo
I000616,U01008,C0022,2025-06-28 21:46:45,Me gusta,Web,Tendencias
I000617,U01008,C0402,2025-03-09 23:23:05,Descarga,App,Recomendados
I000618,U01008,C0236,2025-06-03 18:17:01,Clic recomendación,Web,Recomendados
