reproduccion_id,usuario_id,contenido_id,dispositivo_id,fecha_hora_inicio,tipo_dispositivo,calidad_video,minutos_reproducidos,porcentaje_completado,abandono_temprano,buffering_segundos
R000268,U00867,C0290,D01421,2025-07-20 16:08:12,Smart TV,Full HD,31.3,97.8,No,3.4
R000269,U00333,C0078,D00567,2025-08-18 18:07:09,Tablet,HD,81.7,77.8,No,10.9
R000270,U01027,C0131,D01706,2025-11-08 23:24:20,Smart TV,HD,80.0,86.0,No,5.6
R000271,U00035,C0124,D00057,2025-06-06 23:13:35,Móvil,HD,21.9,59.3,No,19.3
R000272,U00706,C0405,D01156,2025-11-05 21:56:17,Móvil,SD,14.2,43.1,No,5.8
R000273,U00543,C0239,D00902,2025-07-04 17:45:23,Smart TV,Full HD,52.0,100,No,3.6
R000274,U00646,C0315,D01069,2025-11-22 17:37:05,Computador,Full HD,42.5,85.1,No,7.8
R000275,U00532,C0271,D00884,2025-04-20 18:44:31,Tablet,4K,10.8,10.0,Sí,10.5
R000276,U00053,C0315,D00086,2025-06-16 15:41:48,Smart TV,4K,50.0,100,No,7.9
R000277,U01475,C0133,D02447,2025-12-18 08:57:52,Consola,Full HD,31.3,71.2,No,3.0
R000278,U00068,C0065,D00111,2025-06-17 18:20:50,Móvil,HD,23.2,59.4,No,5.7
R000279,U00606,C0154,D01006,2025-10-04 14:25:00,Computador,Full HD,25.5,70.9,No,0.1
R000280,U01073,C0127,D01783,2025-07-12 19:14:04,Móvil,Full HD,63.6,67.7,No,8.0
R000281,U00448,C0045,D00741,2025-02-08 21:19:09,Móvil,Full HD,52.8,54.4,No,27.8
R000282,U01230,C0204,D02051,2025-10-31 21:53:46,Tablet,SD,27.8,84.1,No,8.3
R000283,U01270,C0021,D02111,2025-02-05 22:56:19,Móvil,Full HD,24.5,61.2,No,4.7
R000284,U01396,C0123,D02321,2025-09-13 08:48:17,Computador,HD,26.3,46.1,No,2.9
R000285,U00620,C0387,D01030,2025-09-28 18:39:25,Computador,Full HD,96.2,77.6,No,6.9
R000286,U00334,C0266,D00568,2025-05-26 18:08:41,Móvil,Full HD,23.1,46.2,No,19.2
R000287,U00334,C0167,D00568,2025-05-22 20:50:04,Móvil,HD,30.8,58.1,No,11.5
R000288,U00518,C0325,D00857,2025-10-04 14:27:35,Smart TV,Full HD,78.0,75.0,No,4.6
R000289,U00524,C0119,D00868,2025-01-30 18:10:33,Computador,HD,21.0,61.8,No,12.9
R000290,U00680,C0163,D01119,2025-05-25 22:27:27,Móvil,Full HD,33.3,62.9,No,8.0
R000291,U00002,C0122,D00002,2025-08-10 20:45:07,Smart TV,SD,93.2,88.8,No,9.3
R000292,U00654,C0330,D01083,2025-11-30 04:13:03,Móvil,Full HD,24.7,72.7,No,16.4
R000293,U01475,C0125,D02448,2025-10-31 18:26:51,Computador,4K,15.7,52.2,No,3.8
R000294,U00881,C0032,D01448,2025-02-22 07:40:42,Computador,Full HD,92.6,74.7,No,0
R000295,U01288,C0133,D02139,2025-11-29 10:06:25,Smart TV,SD,35.2,80.0,No,7.2
R000296,U01047,C0186,D01738,2025-06-06 07:01:24,Tablet,Full HD,71.9,62.0,No,10.8
R000297,U01048,C0304,D01739,2025-05-03 03:04:09,Smart TV,HD,32.5,95.6,No,7.8
R000298,U00708,C0418,D01159,2025-04-03 23:06:07,Móvil,HD,32.6,72.5,No,5.3
R000299,U01459,C0183,D02422,2025-04-10 12:18:23,Smart TV,HD,33.4,69.5,No,6.5
R000300,U00138,C0235,D00232,2025-02-23 14:20:49,Móvil,SD,94.4,76.1,No,12.3
R000301,U01206,C0373,D02007,2025-11-28 21:45:07,Smart TV,Full HD,98.2,71.7,No,7.9
R000302,U01451,C0154,D02408,2025-12-13 18:52:23,Móvil,Full HD,36.0,100,No,6.5
R000303,U01351,C0241,D02248,2025-02-08 21:09:59,Computador,4K,38.5,85.6,No,6.0
R000304,U00834,C0138,D01366,2025-04-04 16:52:02,Computador,HD,26.2,84.4,No,2.5
R000305,U01006,C0246,D01672,2025-07-12 13:58:16,Smart TV,HD,127.7,94.6,No,6.5
R000306,U00857,C0137,D01404,2025-02-13 14:12:03,Smart TV,HD,44.0,57.2,No,10.4
R000307,U00094,C0033,D00153,2025-05-09 09:32:42,Móvil,Full HD,36.0,39.1,No,20.5
R000308,U00633,C0141,D01051,2025-07-18 20:16:13,Computador,4K,77.5,61.5,No,9.6
R000309,U00381,C0187,D00635,2025-09-07 19:16:40,Móvil,Full HD,20.1,64.7,No,21.4
R000310,U00001,C0348,D00001,2025-01-08 21:12:16,Móvil,Full HD,67.2,80.0,No,7.7
R000311,U00174,C0065,D00292,2025-11-25 17:38:47,Computador,Full HD,27.5,70.5,No,9.0
R000312,U01287,C0043,D02137,2025-11-20 08:43:35,Móvil,4K,89.5,76.5,No,10.2
R000313,U00405,C0212,D00672,2025-02-03 19:35:31,Móvil,HD,26.5,51.0,No,14.5
R000314,U00784,C0377,D01289,2025-06-03 15:09:49,Computador,Full HD,70.5,68.4,No,5.9
R000315,U00467,C0244,D00771,2025-06-14 18:03:06,Móvil,HD,27.1,55.3,No,32.6
R000316,U00603,C0157,D01000,2025-01-26 16:21:29,Tablet,Full HD,46.7,89.8,No,6.1
R000317,U00378,C0015,D00631,2025-10-15 00:30:22,Móvil,HD,74.8,71.9,No,4.0
R000318,U00023,C0108,D00037,2025-08-09 18:20:54,Tablet,4K,86.9,72.4,No,9.6
R000319,U00450,C0064,D00744,2025-03-02 22:19:25,Móvil,Full HD,54.2,41.7,No,12.0
R000320,U00127,C0135,D00210,2025-01-02 20:54:13,Computador,Full HD,54.4,52.3,No,3.6
R000321,U00817,C0259,D01340,2025-01-12 15:22:45,Móvil,SD,114.0,85.1,No,11.4
R000322,U00756,C0248,D01236,2025-09-29 18:05:28,Móvil,HD,18.8,58.8,No,7.3
R000323,U01328,C0180,D02206,2025-09-07 14:24:26,Móvil,HD,59.3,69.0,No,5.4
R000324,U00312,C0420,D00531,2025-01-15 13:49:49,Smart TV,4K,52.2,90.0,No,4.3
R000325,U00973,C0258,D01612,2025-11-02 11:01:02,Consola,Full HD,75.0,100,No,1.9
R000326,U00956,C0243,D01579,2025-01-24 17:48:52,Computador,4K,51.0,38.9,No,0.1
R000327,U00995,C0333,D01653,2025-12-09 19:07:43,Computador,HD,111.0,100,No,2.9
R000328,U01082,C0260,D01798,2025-07-24 21:08:53,Computador,Full HD,28.0,62.3,No,0.5
R000329,U01431,C0095,D02377,2025-02-14 13:41:37,Móvil,HD,32.7,81.8,No,9.8
R000330,U01322,C0142,D02195,2025-10-29 21:39:53,Móvil,HD,34.6,77.0,No,8.6
R000331,U00006,C0089,D00007,2025-08-26 20:02:39,Tablet,HD,81.5,61.3,No,12.4
R000332,U00134,C0382,D00223,2025-10-23 22:19:40,Computador,4K,22.4,60.6,No,4.5
R000333,U00479,C0358,D00793,2025-01-16 18:02:43,Smart TV,HD,148.0,100,No,9.1
R000334,U00677,C0392,D01116,2025-12-14 17:02:21,Smart TV,Full HD,32.1,86.8,No,4.6
R000335,U00362,C0249,D00605,2025-07-20 22:04:43,Móvil,Full HD,30.3,59.4,No,17.9
R000336,U00974,C0250,D01615,2025-11-12 17:01:28,Smart TV,4K,48.0,100,No,9.0
R000337,U00720,C0327,D01176,2025-04-14 21:15:00,Smart TV,Full HD,67.1,72.2,No,1.4
R000338,U00248,C0343,D00415,2025-06-17 14:43:31,Tablet,Full HD,27.1,71.3,No,18.3
R000339,U01070,C0255,D01779,2025-12-14 09:51:35,Computador,4K,106.6,91.9,No,8.9
R000340,U00265,C0369,D00446,2025-11-16 22:49:51,Móvil,HD,16.3,29.7,No,16.8
R000341,U01312,C0131,D02181,2025-04-28 21:55:14,Móvil,Full HD,65.7,70.6,No,20.4
R000342,U00702,C0071,D01151,2025-02-22 13:42:14,Tablet,Full HD,67.2,57.4,No,5.2
R000343,U01427,C0092,D02372,2025-03-29 18:57:29,Smart TV,HD,35.9,66.4,No,5.6
R000344,U00480,C0056,D00795,2025-01-18 10:54:15,Smart TV,4K,25.6,46.6,No,8.4
R000345,U00947,C0027,D01564,2025-03-02 08:25:15,Smart TV,Full HD,40.0,100,No,10.1
R000346,U00578,C0303,D00958,2025-10-14 22:28:22,Computador,Full HD,20.6,52.7,No,5.3
R000347,U00750,C0079,D01229,2025-12-28 19:57:20,Tablet,Full HD,88.0,88.9,No,2.8
R000348,U01162,C0262,D01933,2025-12-17 16:21:44,Tablet,HD,90.9,59.4,No,9.6
R000349,U01474,C0194,D02446,2025-08-12 21:49:01,Computador,Full HD,40.7,83.0,No,5.9
R000350,U01375,C0333,D02289,2025-02-27 16:06:22,Computador,Full HD,84.4,76.0,No,7.2
R000351,U00106,C0365,D00173,2025-10-07 20:06:26,Computador,HD,36.3,64.8,No,0.5
R000352,U01132,C0202,D01883,2025-08-03 22:17:51,Computador,HD,45.6,87.7,No,3.9
R000353,U01323,C0217,D02197,2025-11-22 18:15:30,Tablet,Full HD,54.3,50.3,No,5.5
R000354,U00272,C0013,D00455,2025-05-01 22:27:24,Tablet,4K,25.5,53.1,No,28.5
R000355,U00074,C0045,D00120,2025-11-23 08:31:42,Smart TV,SD,56.8,58.6,No,0.3
R000356,U00072,C0032,D00117,2025-01-09 22:40:46,Computador,Full HD,59.6,48.1,No,10.2
R000357,U01208,C0114,D02011,2025-03-06 18:08:17,Computador,Full HD,61.2,53.7,No,8.1
R000358,U01446,C0339,D02402,2025-04-03 18:48:57,Tablet,Full HD,136.7,99.8,No,11.3
R000359,U01176,C0014,D01957,2025-05-19 21:39:19,Móvil,SD,24.7,51.5,No,4.5
R000360,U00486,C0368,D00805,2025-01-16 22:09:00,Computador,SD,32.6,62.7,No,6.3
R000361,U00453,C0080,D00748,2025-10-21 09:53:38,Smart TV,HD,100.4,92.1,No,0.4
R000362,U01064,C0264,D01770,2025-12-17 20:00:14,Tablet,Full HD,85.8,70.3,No,18.2
R000363,U01268,C0149,D02107,2025-01-13 23:02:25,Móvil,HD,80.8,79.2,No,7.3
R000364,U00805,C0073,D01323,2025-03-21 16:38:58,Smart TV,HD,132.0,89.8,No,10.3
R000365,U00886,C0339,D01459,2025-02-16 19:52:39,Móvil,4K,75.6,55.2,No,16.6
R000366,U00216,C0231,D00360,2025-11-06 09:01:52,Smart TV,4K,28.3,97.5,No,6.2
R000367,U00826,C0097,D01353,2025-12-23 03:32:25,Smart TV,Full HD,38.0,100,No,3.1
R000368,U00496,C0045,D00825,2025-04-11 22:28:35,Móvil,HD,58.9,60.7,No,6.1
R000369,U00003,C0243,D00003,2025-08-21 18:48:48,Consola,SD,102.2,78.0,No,4.6
R000370,U00619,C0186,D01029,2025-01-10 20:20:07,Móvil,Full HD,63.7,54.9,No,12.4
R000371,U00128,C0031,D00212,2025-09-06 21:28:16,Computador,Full HD,107.7,90.5,No,6.8
R000372,U00981,C0200,D01626,2025-09-03 20:04:51,Computador,Full HD,39.0,100,No,2.3
R000373,U00092,C0326,D00150,2025-04-12 19:11:04,Móvil,HD,23.7,56.4,No,10.5
R000374,U00864,C0230,D01417,2025-09-05 19:15:00,Smart TV,4K,79.0,60.3,No,9.1
R000375,U00912,C0311,D01501,2025-11-04 04:31:31,Móvil,4K,62.6,56.9,No,25.9
R000376,U00112,C0092,D00183,2025-04-07 22:33:11,Computador,HD,31.3,57.9,No,5.7
R000377,U01109,C0119,D01845,2025-07-22 21:21:00,Computador,HD,22.4,66.0,No,6.5
R000378,U00385,C0116,D00641,2025-09-15 20:32:19,Computador,Full HD,39.5,87.8,No,7.4
R000379,U00200,C0031,D00332,2025-11-17 18:16:22,Smart TV,4K,106.9,89.8,No,12.6
R000380,U00608,C0294,D01009,2025-09-22 21:51:28,Tablet,HD,42.3,74.2,No,10.5
R000381,U00114,C0043,D00185,2025-07-18 20:38:31,Computador,Full HD,94.8,81.0,No,3.0
R000382,U01276,C0110,D02121,2025-07-20 20:55:45,Computador,Full HD,67.7,61.5,No,14.4
R000383,U00403,C0029,D00667,2025-11-15 18:46:45,Computador,Full HD,111.5,94.5,No,9.7
R000384,U01489,C0204,D02470,2025-03-07 20:57:09,Smart TV,Full HD,20.6,62.3,No,2.6
R000385,U01297,C0281,D02157,2025-11-26 09:43:17,Móvil,HD,18.1,37.0,No,6.8
R000386,U01057,C0367,D01761,2025-06-20 15:23:46,Smart TV,HD,24.1,68.9,No,11.9
R000387,U01138,C0140,D01892,2025-06-11 18:37:27,Smart TV,Full HD,76.4,76.4,No,6.3
R000388,U00886,C0185,D01458,2025-04-26 22:59:19,Computador,Full HD,16.2,46.2,No,8.2
R000389,U01037,C0278,D01722,2025-09-17 09:10:42,Computador,HD,33.7,74.9,No,7.7
R000390,U00984,C0020,D01631,2025-04-11 16:16:50,Móvil,Full HD,33.7,88.8,No,3.4
R000391,U00774,C0040,D01272,2025-05-28 11:52:24,Smart TV,Full HD,67.9,80.8,No,4.8
R000392,U00408,C0176,D00677,2025-01-15 11:35:25,Smart TV,4K,90.0,93.7,No,1.3
R000393,U00202,C0124,D00335,2025-01-17 17:35:41,Computador,HD,20.2,54.5,No,0
R000394,U01256,C0083,D02090,2025-05-21 09:34:52,Móvil,Full HD,67.3,55.6,No,6.5
R000395,U00166,C0179,D00278,2025-01-08 21:16:39,Tablet,HD,105.4,86.4,No,5.5
R000396,U00290,C0383,D00485,2025-12-18 23:03:57,Móvil,SD,24.2,48.4,No,9.6
R000397,U01329,C0135,D02209,2025-11-22 10:24:29,Computador,4K,85.4,82.1,No,7.3
R000398,U00371,C0218,D00619,2025-07-27 20:12:26,Computador,HD,60.0,100,No,1.9
R000399,U00061,C0413,D00099,2025-07-06 17:06:44,Computador,4K,61.1,95.5,No,5.6
R000400,U00486,C0275,D00804,2025-08-17 00:06:58,Smart TV,Full HD,105.6,78.2,No,4.5
R000401,U00631,C0265,D01048,2025-04-08 20:19:54,Móvil,HD,32.8,58.5,No,7.6
R000402,U00241,C0324,D00401,2025-12-07 21:38:28,Computador,Full HD,49.5,47.6,No,5.1
R000403,U01039,C0005,D01724,2025-11-20 16:32:09,Computador,Full HD,67.5,92.5,No,4.9
R000404,U01489,C0312,D02469,2025-10-30 19:02:59,Móvil,HD,81.1,65.4,No,8.5
R000405,U00222,C0126,D00367,2025-06-22 16:54:36,Móvil,HD,121.2,91.8,No,3.6
R000406,U00014,C0185,D00019,2025-11-29 01:03:20,Smart TV,Full HD,35.0,100,No,5.6
R000407,U00748,C0375,D01224,2025-12-17 00:39:18,Computador,SD,128.3,83.3,No,5.2
R000408,U00926,C0382,D01526,2025-06-28 10:06:49,Computador,4K,33.7,91.1,No,4.9
R000409,U00853,C0118,D01396,2025-11-13 20:50:10,Smart TV,SD,31.8,75.7,No,3.9
R000410,U00516,C0366,D00855,2025-12-13 20:24:52,Móvil,4K,24.5,72.1,No,18.0
R000411,U01372,C0327,D02286,2025-02-22 17:41:22,Computador,Full HD,88.7,95.4,No,5.9
R000412,U00009,C0247,D00012,2025-08-31 20:23:01,Smart TV,Full HD,86.5,96.1,No,0
R000413,U00345,C0396,D00581,2025-03-31 21:17:12,Móvil,Full HD,53.5,65.3,No,13.0
R000414,U01305,C0318,D02171,2025-07-05 20:27:05,Tablet,Full HD,51.1,88.1,No,9.7
R000415,U00231,C0066,D00380,2025-11-29 13:09:15,Móvil,HD,57.6,67.0,No,6.5
R000416,U00386,C0003,D00642,2025-12-07 01:37:05,Smart TV,HD,112.1,91.1,No,10.1
R000417,U00845,C0169,D01385,2025-10-29 22:42:53,Smart TV,4K,35.0,100,No,8.7
R000418,U00547,C0384,D00909,2025-03-30 16:45:54,Móvil,HD,26.9,53.7,No,13.2
R000419,U00373,C0367,D00624,2025-04-14 12:28:38,Móvil,HD,19.3,55.1,No,2.5
R000420,U00105,C0111,D00171,2025-10-03 20:58:10,Computador,Full HD,63.4,72.9,No,3.1
R000421,U00266,C0299,D00447,2025-05-31 18:47:46,Móvil,Full HD,52.2,37.0,No,9.4
R000422,U01327,C0283,D02205,2025-11-25 19:54:35,Computador,HD,60.1,67.5,No,12.9
R000423,U01117,C0311,D01859,2025-08-20 17:22:26,Smart TV,Full HD,102.7,93.4,No,0
R000424,U00370,C0066,D00618,2025-11-10 07:59:50,Tablet,Full HD,63.0,73.2,No,12.1
R000425,U00673,C0346,D01110,2025-01-09 09:44:15,Computador,HD,58.1,48.8,No,2.7
R000426,U01393,C0133,D02317,2025-12-03 17:52:25,Computador,Full HD,34.8,79.1,No,8.2
R000427,U01352,C0003,D02250,2025-07-15 22:28:02,Smart TV,Full HD,72.8,59.2,No,7.1
R000428,U00621,C0320,D01031,2025-10-09 18:14:43,Móvil,4K,22.4,62.3,No,29.7
R000429,U00050,C0112,D00080,2025-02-14 15:33:03,Smart TV,Full HD,38.3,91.1,No,0.5
R000430,U00554,C0368,D00923,2025-07-12 09:30:57,Móvil,HD,29.2,56.1,No,8.2
R000431,U00204,C0118,D00338,2025-12-28 11:34:30,Smart TV,HD,34.8,82.9,No,0
R000432,U00606,C0175,D01005,2025-07-29 19:36:53,Tablet,HD,72.7,60.1,No,17.6
R000433,U00920,C0056,D01516,2025-12-01 23:23:35,Computador,Full HD,31.0,56.4,No,6.3
R000434,U00912,C0289,D01500,2025-04-19 06:41:10,Consola,Full HD,12.3,44.1,No,5.0
R000435,U00681,C0285,D01120,2025-04-24 19:22:56,Móvil,HD,31.6,58.5,No,7.4
R000436,U00542,C0143,D00900,2025-12-01 19:15:45,Computador,Full HD,122.6,79.1,No,8.9
R000437,U00339,C0016,D00574,2025-08-24 17:08:30,Smart TV,Full HD,58.0,100,No,0.3
R000438,U00842,C0080,D01381,2025-10-12 18:08:33,Consola,4K,42.5,39.0,No,6.2
R000439,U00085,C0045,D00138,2025-08-15 19:07:56,Smart TV,Full HD,31.9,32.9,No,4.3
R000440,U00897,C0112,D01474,2025-06-27 19:10:40,Consola,Full HD,20.9,49.7,No,2.9
R000441,U00384,C0132,D00640,2025-01-25 09:46:58,Tablet,Full HD,15.6,29.4,No,16.5
R000442,U00743,C0017,D01217,2025-12-24 18:30:38,Móvil,SD,109.1,81.4,No,5.9
R000443,U01341,C0153,D02231,2025-09-11 21:44:06,Computador,Full HD,18.4,63.6,No,5.4
R000444,U00066,C0360,D00106,2025-11-19 09:57:43,Móvil,HD,23.4,61.5,No,7.7
R000445,U00392,C0224,D00649,2025-11-27 14:01:48,Tablet,HD,58.5,66.5,No,10.2
R000446,U00589,C0149,D00974,2025-09-08 21:28:35,Móvil,HD,45.8,44.9,No,11.3
R000447,U01058,C0262,D01762,2025-02-06 21:55:17,Móvil,HD,130.5,85.3,No,11.0
R000448,U00019,C0395,D00030,2025-08-09 19:08:57,Consola,4K,98.9,75.5,No,13.9
R000449,U00302,C0141,D00509,2025-12-10 16:58:41,Smart TV,Full HD,115.0,91.3,No,2.6
R000450,U00070,C0058,D00114,2025-11-09 21:51:51,Tablet,HD,26.4,71.4,No,12.1
R000451,U00350,C0116,D00587,2025-10-06 05:14:47,Computador,4K,27.7,61.6,No,14.2
R000452,U00816,C0299,D01338,2025-05-06 18:56:28,Móvil,HD,54.6,38.7,No,16.0
R000453,U00571,C0262,D00948,2025-12-23 21:28:53,Móvil,SD,70.1,45.8,No,21.9
R000454,U00136,C0035,D00228,2025-06-17 07:15:52,Computador,Full HD,19.6,65.4,No,2.3
R000455,U00025,C0182,D00041,2025-02-25 08:06:25,Smart TV,Full HD,69.0,78.4,No,9.7
R000456,U00935,C0336,D01542,2025-05-06 18:04:42,Computador,4K,92.4,62.0,No,0.8
R000457,U00333,C0414,D00567,2025-09-28 21:37:00,Tablet,HD,29.7,74.2,No,17.3
R000458,U00608,C0196,D01009,2025-10-07 18:38:36,Tablet,HD,63.1,72.5,No,15.0
R000459,U00659,C0223,D01090,2025-05-02 16:22:28,Consola,SD,56.4,62.0,No,0.9
R000460,U00406,C0312,D00673,2025-07-30 14:06:12,Móvil,Full HD,124.0,100,No,5.5
R000461,U00488,C0231,D00809,2025-06-12 14:57:47,Tablet,Full HD,21.8,75.3,No,2.4
R000462,U01442,C0030,D02394,2025-07-17 14:56:12,Computador,Full HD,39.0,100,No,6.4
R000463,U01240,C0241,D02067,2025-05-26 17:08:51,Móvil,Full HD,32.0,71.1,No,10.2
R000464,U01019,C0129,D01693,2025-01-24 15:02:52,Smart TV,HD,73.1,85.0,No,5.1
R000465,U00506,C0264,D00840,2025-11-22 21:39:30,Smart TV,HD,119.6,98.0,No,7.0
R000466,U01500,C0260,D02491,2025-11-13 10:42:40,Smart TV,Full HD,41.4,92.1,No,5.5
R000467,U00056,C0410,D00092,2025-09-17 17:47:32,Móvil,SD,92.1,94.0,No,7.7
R000468,U01348,C0407,D02243,2025-01-17 15:47:23,Smart TV,Full HD,88.0,84.6,No,4.4
R000469,U01403,C0011,D02329,2025-09-20 17:20:58,Computador,4K,110.3,91.9,No,0.6
R000470,U00229,C0105,D00377,2025-08-05 19:38:48,Móvil,4K,22.2,59.9,No,3.9
R000471,U00209,C0366,D00347,2025-09-02 08:13:48,Smart TV,4K,26.1,76.7,No,9.9
R000472,U01484,C0341,D02462,2025-10-18 17:55:14,Computador,HD,11.9,42.5,No,10.6
R000473,U00016,C0089,D00024,2025-03-06 21:08:28,Smart TV,Full HD,109.9,82.6,No,0
R000474,U00800,C0377,D01314,2025-01-14 19:42:10,Móvil,Full HD,28.8,28.0,No,4.8
R000475,U00143,C0340,D00237,2025-04-06 19:50:34,Smart TV,4K,59.6,88.9,No,6.7
R000476,U00441,C0389,D00731,2025-06-08 21:55:21,Computador,Full HD,44.7,34.1,No,7.1
R000477,U00726,C0193,D01186,2025-06-24 16:52:52,Tablet,HD,11.2,33.8,No,25.2
R000478,U00684,C0231,D01124,2025-11-03 17:46:30,Tablet,HD,26.3,90.6,No,6.2
R000479,U01023,C0242,D01699,2025-11-15 18:53:50,Móvil,HD,28.1,53.0,No,27.5
R000480,U01316,C0113,D02187,2025-01-13 22:10:03,Computador,Full HD,29.1,50.2,No,4.8
R000481,U01105,C0212,D01836,2025-10-22 21:30:28,Móvil,Full HD,37.5,72.2,No,28.0
R000482,U00645,C0136,D01068,2025-03-04 23:08:35,Tablet,4K,110.4,94.4,No,4.9
R000483,U00819,C0374,D01344,2025-12-15 19:18:38,Smart TV,HD,28.4,94.5,No,11.8
R000484,U00996,C0037,D01654,2025-07-20 01:15:04,Móvil,HD,33.6,58.9,No,6.3
R000485,U01301,C0300,D02162,2025-09-02 17:58:01,Móvil,HD,27.4,49.0,No,14.8
R000486,U00233,C0310,D00383,2025-04-24 20:18:07,Smart TV,HD,27.2,82.4,No,2.7
R000487,U00793,C0337,D01302,2025-12-28 22:21:03,Computador,HD,46.7,54.9,No,4.2
R000488,U01080,C0137,D01796,2025-05-01 07:36:17,Móvil,Full HD,32.9,42.7,No,12.5
R000489,U00442,C0176,D00732,2025-04-27 15:34:07,Smart TV,HD,64.4,67.1,No,0.8
R000490,U00114,C0224,D00186,2025-07-24 09:29:23,Smart TV,SD,74.2,84.3,No,1.1
R000491,U00473,C0036,D00782,2025-12-12 11:56:36,Móvil,4K,64.0,62.1,No,9.9
R000492,U00225,C0410,D00371,2025-07-16 18:45:28,Smart TV,Full HD,62.4,63.7,No,1.7
R000493,U01070,C0150,D01779,2025-11-26 10:45:03,Computador,Full HD,25.3,74.5,No,1.2
R000494,U00532,C0304,D00885,2025-01-04 12:36:21,Computador,4K,20.3,59.8,No,8.1
R000495,U00413,C0155,D00685,2025-04-01 10:57:20,Computador,4K,128.9,92.7,No,9.6
R000496,U00249,C0317,D00417,2025-12-29 12:13:17,Smart TV,HD,145.0,100,No,2.8
R000497,U00314,C0314,D00534,2025-07-23 23:48:17,Computador,4K,20.6,54.3,No,14.9
R000498,U01296,C0306,D02155,2025-07-25 15:28:10,Smart TV,Full HD,111.3,85.6,No,3.6
R000499,U00295,C0256,D00495,2025-06-12 14:03:50,Tablet,4K,72.4,54.0,No,18.1
R000500,U00186,C0060,D00307,2025-11-03 15:04:23,Móvil,Full HD,64.2,49.8,No,11.7
R000501,U01350,C0043,D02246,2025-08-01 12:33:45,Móvil,Full HD,44.9,38.4,No,24.0
R000502,U00108,C0250,D00177,2025-02-04 10:37:04,Smart TV,Full HD,48.0,100,No,10.9
R000503,U00339,C0368,D00574,2025-11-11 20:23:15,Smart TV,Full HD,40.2,77.4,No,9.6
R000504,U01485,C0402,D02463,2025-10-31 17:21:43,Móvil,Full HD,30.1,64.1,No,12.1
R000505,U00598,C0393,D00989,2025-07-30 22:18:15,Tablet,Full HD,55.2,98.5,No,19.4
R000506,U00609,C0383,D01011,2025-06-10 11:05:56,Smart TV,Full HD,43.3,86.6,No,2.5
R000507,U00283,C0289,D00473,2025-11-18 15:29:12,Smart TV,SD,17.0,60.6,No,8.4
R000508,U01057,C0017,D01761,2025-07-07 11:26:32,Smart TV,Full HD,86.3,64.4,No,0
R000509,U00309,C0328,D00525,2025-04-14 22:35:13,Computador,HD,39.8,48.0,No,6.7
R000510,U00868,C0387,D01423,2025-06-29 19:48:50,Tablet,HD,105.2,84.8,No,18.7
R000511,U00226,C0171,D00372,2025-12-19 03:51:33,Computador,Full HD,64.8,74.5,No,3.4
R000512,U01230,C0224,D02050,2025-12-15 22:23:25,Smart TV,Full HD,60.5,68.7,No,8.0
R000513,U00677,C0202,D01116,2025-07-24 17:10:30,Smart TV,HD,38.9,74.8,No,3.2
R000514,U00949,C0029,D01570,2025-12-10 23:15:06,Computador,Full HD,67.7,57.4,No,0.7
R000515,U00068,C0048,D00111,2025-06-15 11:12:38,Móvil,HD,31.1,74.1,No,20.8
R000516,U00222,C0098,D00367,2025-02-14 19:52:22,Móvil,HD,23.5,78.2,No,6.3
R000517,U00443,C0296,D00733,2025-11-07 12:56:10,Computador,HD,66.2,59.6,No,14.7
R000518,U00730,C0273,D01194,2025-07-04 06:45:41,Smart TV,HD,54.0,100,No,3.2
R000519,U00587,C0321,D00972,2025-04-01 18:43:21,Tablet,Full HD,20.2,45.9,No,10.7
R000520,U00614,C0151,D01020,2025-07-02 02:44:37,Smart TV,Full HD,26.4,48.8,No,5.4
R000521,U01283,C0346,D02131,2025-10-12 21:57:48,Smart TV,4K,87.1,73.2,No,9.1
R000522,U00211,C0212,D00350,2025-10-07 18:49:58,Smart TV,Full HD,38.3,73.6,No,11.0
R000523,U01269,C0061,D02110,2025-12-16 03:00:33,Smart TV,Full HD,44.8,86.2,No,0.6
R000524,U00108,C0256,D00177,2025-02-15 07:07:32,Smart TV,HD,81.9,61.1,No,5.5
R000525,U00026,C0194,D00042,2025-09-08 15:41:42,Tablet,HD,45.5,92.9,No,10.8
R000526,U01252,C0057,D02084,2025-02-18 06:16:26,Tablet,Full HD,18.6,64.2,No,3.1
R000527,U00170,C0285,D00285,2025-12-26 07:52:41,Smart TV,HD,34.8,64.5,No,7.4
R000528,U01429,C0019,D02374,2025-04-30 20:24:48,Computador,4K,71.8,70.4,No,10.1
R000529,U00498,C0347,D00828,2025-11-14 18:15:36,Tablet,Full HD,29.9,66.4,No,4.8
R000530,U00901,C0019,D01482,2025-08-05 18:45:11,Computador,Full HD,60.1,58.9,No,14.0
R000531,U00301,C0146,D00505,2025-12-08 14:34:46,Móvil,Full HD,44.0,81.4,No,9.3
R000532,U01289,C0059,D02141,2025-02-19 22:50:34,Móvil,HD,110.9,77.0,No,3.7
R000533,U00027,C0302,D00043,2025-11-17 01:14:38,Tablet,HD,96.4,84.6,No,9.8
R000534,U00365,C0224,D00609,2025-07-13 20:00:06,Smart TV,Full HD,31.9,36.2,No,9.6
R000535,U01195,C0050,D01989,2025-06-12 08:11:47,Móvil,4K,37.0,69.8,No,19.1
R000536,U00088,C0127,D00143,2025-11-26 18:52:00,Móvil,HD,83.8,89.1,No,8.1
