calificacion_id,usuario_id,contenido_id,fecha_calificacion,puntuacion_1_5,recomendaria,categoria_comentario
K00383,U00652,C0387,2025-08-16 19:49:08,4,Sí,Contenido
K00384,U00652,C0150,2025-07-25 13:46:58,3,No,Experiencia general
K00385,U00652,C0143,2025-02-25 21:15:23,4,Sí,Historia
K00386,U00749,C0346,2025-07-31 18:47:26,5,Sí,Contenido
K00387,U00749,C0260,2025-05-05 15:56:50,4,Sí,Experiencia general
K00388,U01204,C0178,2025-10-04 20:42:10,4,Sí,Contenido
K00389,U01204,C0417,2025-01-08 11:16:50,4,Sí,Historia
K00390,U01204,C0189,2025-01-07 18:16:03,5,Sí,Actuación
K00391,U00861,C0123,2025-10-28 23:53:14,4,Sí,Historia
K00392,U00861,C0145,2025-03-15 17:21:30,4,Sí,Actuación
K00393,U00861,C0337,2025-09-22 20:37:39,4,Sí,Contenido
K00394,U00861,C0237,2025-09-26 23:47:42,4,Sí,Actuación
K00395,U00855,C0132,2025-12-04 21:27:30,4,Sí,Historia
K00396,U00490,C0226,2025-07-04 19:41:09,4,Sí,Historia
K00397,U00295,C0149,2025-11-13 09:13:34,4,Sí,Contenido
K00398,U00295,C0088,2025-12-06 20:31:42,4,Sí,Contenido
K00399,U01010,C0101,2025-02-15 22:49:36,4,Sí,Historia
K00400,U00577,C0121,2025-02-06 22:36:55,3,No,Historia
K00401,U00577,C0402,2025-09-11 20:42:02,4,Sí,Calidad técnica
K00402,U00577,C0318,2025-11-29 13:10:45,4,Sí,Experiencia general
K00403,U00577,C0367,2025-06-27 09:51:37,4,Sí,Historia
K00404,U01064,C0258,2025-04-27 00:15:59,4,Sí,Historia
K00405,U01064,C0368,2025-04-13 10:01:36,5,Sí,Historia
K00406,U01064,C0391,2025-08-04 17:08:13,4,Sí,Experiencia general
K00407,U01064,C0334,2025-02-26 15:08:32,4,Sí,Experiencia general
K00408,U01064,C0104,2025-12-09 20:32:36,4,Sí,Historia
K00409,U00949,C0314,2025-11-28 20:23:05,4,Sí,Contenido
K00410,U01461,C0363,2025-10-13 16:58:56,4,Sí,Actuación
K00411,U01461,C0110,2025-01-18 16:41:59,3,No,Contenido
K00412,U01461,C0253,2025-04-09 23:26:32,4,Sí,Actuación
K00413,U01461,C0368,2025-08-04 20:12:25,4,Sí,Actuación
K00414,U01461,C0107,2025-06-03 13:20:44,4,Sí,Calidad técnica
K00415,U00674,C0354,2025-09-11 19:08:24,4,Sí,Contenido
K00416,U00674,C0263,2025-09-08 15:33:28,4,Sí,Calidad técnica
K00417,U00546,C0322,2025-11-13 22:04:46,4,Sí,Historia
K00418,U00546,C0360,2025-10-03 11:18:59,4,Sí,Contenido
K00419,U00546,C0396,2025-04-16 03:32:49,4,Sí,Experiencia general
K00420,U00061,C0400,2025-04-19 03:18:08,4,Sí,Contenido
K00421,U00061,C0194,2025-05-22 21:27:24,4,Sí,Contenido
K00422,U00403,C0192,2025-10-06 14:37:55,5,Sí,Actuación
K00423,U00403,C0216,2025-11-26 22:16:36,4,Sí,Historia
K00424,U00342,C0265,2025-09-16 22:51:12,5,Sí,Historia
K00425,U01165,C0209,2025-09-22 19:37:02,4,Sí,Historia
K00426,U01323,C0254,2025-11-26 07:11:05,4,Sí,Experiencia general
K00427,U00557,C0042,2025-11-07 08:19:06,3,No,Experiencia general
K00428,U00121,C0381,2025-07-15 21:32:48,4,Sí,Contenido
K00429,U00021,C0188,2025-11-23 16:51:54,3,No,Calidad técnica
K00430,U01296,C0079,2025-09-10 06:42:38,3,No,Actuación
K00431,U01296,C0107,2025-02-06 21:43:03,3,No,Actuación
K00432,U01296,C0306,2025-08-01 15:28:10,3,No,Contenido
K00433,U00205,C0074,2025-11-14 16:58:18,3,No,Experiencia general
K00434,U00205,C0239,2025-01-15 20:25:34,4,Sí,Experiencia general
K00435,U00083,C0120,2025-12-17 21:35:19,4,Sí,Contenido
K00436,U00489,C0272,2025-05-02 10:53:18,4,Sí,Experiencia general
K00437,U00489,C0306,2025-09-12 21:03:23,4,Sí,Actuación
K00438,U00785,C0394,2025-08-18 20:35:19,4,Sí,Historia
K00439,U00785,C0154,2025-07-27 17:44:23,5,Sí,Contenido
K00440,U00785,C0370,2025-09-13 23:54:31,4,Sí,Calidad técnica
K00441,U00785,C0164,2025-07-19 20:20:10,4,Sí,Contenido
K00442,U01420,C0364,2025-12-22 23:48:32,4,Sí,Calidad técnica
K00443,U01420,C0038,2025-12-07 20:09:53,4,Sí,Contenido
K00444,U01420,C0288,2025-09-25 12:31:31,4,Sí,Experiencia general
K00445,U01420,C0354,2025-11-14 23:43:01,3,No,Contenido
K00446,U01465,C0254,2025-10-31 20:08:13,4,Sí,Actuación
K00447,U01041,C0118,2025-11-17 20:47:10,4,Sí,Historia
K00448,U01041,C0337,2025-06-02 20:33:55,4,Sí,Contenido
K00449,U01041,C0011,2025-01-24 09:05:26,4,Sí,Experiencia general
K00450,U01041,C0388,2025-09-03 16:20:20,4,Sí,Experiencia general
K00451,U00736,C0271,2025-03-17 19:20:09,4,Sí,Calidad técnica
K00452,U01172,C0177,2025-03-28 06:38:16,4,Sí,Contenido
K00453,U00420,C0182,2025-10-13 22:47:06,4,Sí,Experiencia general
K00454,U00986,C0134,2025-01-23 21:51:47,4,Sí,Experiencia general
K00455,U00986,C0311,2025-07-08 23:50:53,4,Sí,Actuación
K00456,U01032,C0118,2025-11-03 23:14:11,3,No,Contenido
K00457,U00219,C0250,2025-04-18 09:13:30,4,Sí,Historia
K00458,U00219,C0218,2025-08-12 20:55:27,3,No,Calidad técnica
K00459,U01221,C0020,2025-04-20 10:57:05,4,Sí,Experiencia general
K00460,U01221,C0110,2025-02-28 16:02:19,5,Sí,Historia
K00461,U01221,C0323,2025-12-31 18:43:52,4,Sí,Calidad técnica
K00462,U01213,C0357,2025-11-13 15:12:36,5,Sí,Contenido
K00463,U01213,C0183,2025-04-05 18:43:34,4,Sí,Historia
K00464,U01213,C0126,2025-06-04 00:49:40,4,Sí,Historia
K00465,U01213,C0301,2025-06-23 20:24:24,4,Sí,Calidad técnica
K00466,U01213,C0313,2025-07-10 11:35:42,4,Sí,Actuación
K00467,U00574,C0386,2025-11-18 18:40:36,3,No,Experiencia general
K00468,U00574,C0324,2025-12-31 23:59:59,5,Sí,Actuación
K00469,U00574,C0377,2025-11-06 12:30:16,5,Sí,Historia
K00470,U00574,C0179,2025-12-19 19:13:30,4,Sí,Historia
K00471,U00574,C0191,2025-11-17 15:53:34,4,Sí,Contenido
K00472,U00391,C0122,2025-06-15 10:52:43,4,Sí,Contenido
K00473,U00391,C0327,2025-07-29 21:57:19,5,Sí,Historia
K00474,U01456,C0036,2025-02-08 21:12:28,3,No,Contenido
K00475,U01248,C0259,2025-08-13 20:22:28,4,Sí,Contenido
K00476,U01248,C0090,2025-11-12 07:33:53,4,Sí,Experiencia general
K00477,U01248,C0267,2025-10-05 11:30:58,4,Sí,Historia
K00478,U00187,C0243,2025-06-23 16:49:42,4,Sí,Contenido
K00479,U00138,C0397,2025-11-01 22:58:58,4,Sí,Historia
K00480,U00716,C0099,2025-07-02 18:16:17,4,Sí,Contenido
K00481,U00126,C0368,2025-04-10 20:01:40,5,Sí,Experiencia general
K00482,U00307,C0186,2025-11-27 18:02:00,5,Sí,Experiencia general
K00483,U01253,C0022,2025-02-08 16:36:36,4,Sí,Actuación
K00484,U01253,C0263,2025-02-05 18:58:09,4,Sí,Historia
K00485,U01253,C0144,2025-02-04 18:43:15,3,No,Contenido
K00486,U01044,C0107,2025-06-17 12:26:03,3,No,Contenido
K00487,U01044,C0238,2025-05-21 17:40:13,4,Sí,Contenido
K00488,U01044,C0064,2025-06-12 10:05:08,4,Sí,Historia
K00489,U01044,C0021,2025-07-12 11:26:16,4,Sí,Historia
K00490,U01045,C0275,2025-09-15 17:13:56,4,Sí,Experiencia general
K00491,U01045,C0033,2025-02-24 16:09:50,4,Sí,Contenido
K00492,U00477,C0351,2025-07-07 10:58:41,3,No,Actuación
K00493,U00477,C0335,2025-08-18 17:00:17,4,Sí,Experiencia general
K00494,U00477,C0269,2025-05-23 07:34:44,4,Sí,Contenido
K00495,U00277,C0239,2025-12-05 01:39:22,4,Sí,Historia
K00496,U00377,C0237,2025-04-14 21:51:21,4,Sí,Historia
K00497,U00377,C0014,2025-03-29 19:02:45,3,No,Contenido
K00498,U00184,C0148,2025-10-01 07:01:31,4,Sí,Experiencia general
K00499,U01055,C0125,2025-10-27 18:17:55,4,Sí,Calidad técnica
K00500,U01055,C0360,2025-08-15 16:43:00,3,No,Historia
K00501,U01055,C0083,2025-08-03 21:48:13,4,Sí,Calidad técnica
K00502,U00459,C0014,2025-08-08 16:48:26,3,No,Experiencia general
K00503,U00459,C0328,2025-08-16 20:47:53,4,Sí,Historia
K00504,U00459,C0138,2025-08-22 22:42:42,4,Sí,Experiencia general
K00505,U00459,C0148,2025-09-03 20:13:38,4,Sí,Historia
K00506,U00913,C0213,2025-07-16 16:11:28,4,Sí,Actuación
K00507,U00913,C0005,2025-03-31 11:08:44,4,Sí,Historia
K00508,U01085,C0240,2025-06-17 10:02:40,4,Sí,Contenido
K00509,U01085,C0350,2025-10-29 03:29:27,3,No,Contenido
K00510,U00864,C0101,2025-09-20 23:23:05,4,Sí,Contenido
K00511,U00864,C0219,2025-12-05 21:09:39,4,Sí,Experiencia general
K00512,U00551,C0362,2025-01-21 15:58:17,4,Sí,Historia
K00513,U00551,C0254,2025-08-12 22:50:12,4,Sí,Contenido
K00514,U01325,C0032,2025-07-06 14:40:57,4,Sí,Historia
K00515,U01325,C0125,2025-06-15 18:36:50,4,Sí,Calidad técnica
K00516,U01325,C0173,2025-07-04 19:52:29,4,Sí,Historia
K00517,U00496,C0021,2025-04-09 23:46:56,4,Sí,Historia
K00518,U00496,C0094,2025-08-26 16:51:37,4,Sí,Experiencia general
K00519,U00496,C0020,2025-09-13 15:15:38,4,Sí,Contenido
K00520,U00074,C0199,2025-10-14 20:56:25,4,Sí,Actuación
K00521,U00074,C0184,2025-10-14 00:51:39,4,Sí,Actuación
K00522,U01244,C0319,2025-08-27 20:58:25,4,Sí,Experiencia general
K00523,U00596,C0183,2025-04-10 17:02:34,4,Sí,Experiencia general
K00524,U00596,C0411,2025-09-06 10:02:28,4,Sí,Contenido
K00525,U00596,C0311,2025-01-07 19:56:27,4,Sí,Contenido
K00526,U00867,C0204,2025-03-25 11:00:25,5,Sí,Historia
K00527,U00333,C0078,2025-08-20 18:07:09,4,Sí,Contenido
K00528,U00333,C0029,2025-10-26 14:30:52,3,No,Historia
K00529,U00333,C0414,2025-10-05 21:37:00,4,Sí,Contenido
K00530,U01027,C0068,2025-08-25 21:34:00,4,Sí,Historia
K00531,U01027,C0217,2025-09-27 23:20:21,3,No,Historia
K00532,U01027,C0155,2025-10-19 19:44:34,3,No,Actuación
K00533,U01027,C0260,2025-11-15 18:28:16,4,Sí,Experiencia general
K00534,U00035,C0402,2025-09-18 20:32:31,4,Sí,Contenido
K00535,U00035,C0216,2025-09-04 19:32:57,3,No,Calidad técnica
K00536,U00035,C0383,2025-09-19 05:18:49,4,Sí,Historia
K00537,U00706,C0146,2025-04-02 16:44:13,4,Sí,Calidad técnica
K00538,U00543,C0132,2025-08-12 13:57:10,4,Sí,Historia
K00539,U00543,C0285,2025-09-04 08:19:09,4,Sí,Actuación
K00540,U00543,C0221,2025-02-11 20:02:46,4,Sí,Experiencia general
K00541,U00543,C0233,2025-03-19 20:40:42,4,Sí,Experiencia general
K00542,U00543,C0038,2025-09-26 04:09:27,5,Sí,Actuación
K00543,U00646,C0249,2025-11-23 19:23:26,4,Sí,Historia
K00544,U00532,C0019,2025-10-16 16:58:25,4,Sí,Contenido
K00545,U00532,C0160,2025-02-08 11:39:32,3,No,Experiencia general
K00546,U00532,C0238,2025-01-17 21:32:43,4,Sí,Actuación
K00547,U00532,C0305,2025-07-24 12:21:45,4,Sí,Historia
K00548,U00532,C0109,2025-06-09 23:10:20,4,Sí,Calidad técnica
K00549,U00068,C0032,2025-05-25 12:37:17,4,Sí,Historia
K00550,U00068,C0294,2025-05-16 23:48:47,4,Sí,Experiencia general
K00551,U00606,C0339,2025-11-13 19:47:34,4,Sí,Calidad técnica
K00552,U00606,C0284,2025-07-25 23:46:40,3,No,Contenido
K00553,U01073,C0238,2025-01-30 10:58:33,5,Sí,Contenido
K00554,U01073,C0123,2025-04-30 12:16:00,4,Sí,Experiencia general
K00555,U01073,C0299,2025-05-28 19:24:44,4,Sí,Actuación
K00556,U01073,C0371,2025-12-13 14:31:40,4,Sí,Experiencia general
K00557,U00448,C0350,2025-04-04 15:50:28,3,No,Contenido
K00558,U00448,C0045,2025-02-15 21:19:09,4,Sí,Contenido
K00559,U00448,C0323,2025-03-05 22:25:16,4,Sí,Historia
K00560,U01230,C0204,2025-11-04 21:53:46,4,Sí,Contenido
K00561,U01230,C0269,2025-12-12 22:39:46,5,Sí,Actuación
K00562,U01230,C0263,2025-12-04 18:31:08,4,Sí,Experiencia general
K00563,U01230,C0386,2025-11-03 19:58:46,4,Sí,Calidad técnica
K00564,U01230,C0392,2025-12-14 20:10:53,5,Sí,Contenido
K00565,U01270,C0118,2025-08-19 16:30:13,4,Sí,Historia
K00566,U01270,C0131,2025-03-19 21:55:45,4,Sí,Actuación
K00567,U01270,C0236,2025-08-30 21:17:01,5,Sí,Historia
K00568,U01270,C0128,2025-01-11 10:58:59,4,Sí,Calidad técnica
K00569,U01396,C0173,2025-11-14 12:29:12,4,Sí,Historia
K00570,U00620,C0124,2025-06-12 16:14:28,4,Sí,Experiencia general
K00571,U00620,C0225,2025-04-26 11:06:51,4,Sí,Historia
K00572,U00620,C0141,2025-11-15 08:46:47,5,Sí,Experiencia general
K00573,U00334,C0064,2025-12-27 20:15:36,4,Sí,Calidad técnica
K00574,U00518,C0087,2025-12-18 15:29:23,3,No,Calidad técnica
K00575,U00524,C0164,2025-07-21 16:49:32,4,Sí,Historia
K00576,U00524,C0205,2025-01-15 17:20:37,3,No,Contenido
K00577,U00524,C0279,2025-03-31 18:46:19,4,Sí,Actuación
K00578,U00524,C0417,2025-08-10 16:26:24,3,No,Contenido
K00579,U00524,C0180,2025-12-28 12:22:31,4,Sí,Experiencia general
K00580,U00680,C0036,2025-05-05 20:30:12,4,Sí,Contenido
K00581,U00680,C0230,2025-01-04 06:03:58,3,No,Historia
K00582,U00002,C0306,2025-12-14 11:01:26,4,Sí,Contenido
K00583,U00002,C0273,2025-07-10 12:19:47,5,Sí,Actuación
K00584,U00002,C0021,2025-12-09 13:09:22,5,Sí,Actuación
K00585,U00881,C0108,2025-08-17 13:56:49,4,Sí,Actuación
K00586,U00881,C0090,2025-05-17 13:11:52,4,Sí,Historia
K00587,U01288,C0334,2025-12-30 19:12:06,4,Sí,Experiencia general
K00588,U01047,C0050,2025-06-23 19:55:34,3,No,Historia
K00589,U01047,C0249,2025-06-09 07:15:49,4,Sí,Experiencia general
K00590,U01048,C0087,2025-10-20 21:37:21,5,Sí,Contenido
K00591,U00708,C0021,2025-10-22 11:42:44,3,No,Actuación
K00592,U00708,C0159,2025-03-17 08:29:52,4,Sí,Contenido
K00593,U01459,C0048,2025-09-27 21:39:49,4,Sí,Experiencia general
K00594,U01351,C0279,2025-05-09 02:14:27,3,No,Actuación
K00595,U00834,C0331,2025-07-29 23:30:02,4,Sí,Calidad técnica
K00596,U01006,C0241,2025-09-01 01:18:57,3,No,Actuación
K00597,U01006,C0380,2025-02-09 20:45:27,4,Sí,Actuación
K00598,U01006,C0188,2025-12-08 06:13:44,4,Sí,Contenido
K00599,U00857,C0288,2025-03-22 15:17:13,4,Sí,Historia
K00600,U00094,C0199,2025-04-13 17:09:41,4,Sí,Calidad técnica
K00601,U00381,C0143,2025-05-31 18:55:27,4,Sí,Contenido
K00602,U00381,C0218,2025-09-30 19:46:40,4,Sí,Contenido
K00603,U00381,C0377,2025-09-03 17:22:09,4,Sí,Historia
K00604,U01287,C0111,2025-12-25 17:43:45,4,Sí,Historia
K00605,U01287,C0282,2025-11-09 03:48:31,4,Sí,Experiencia general
K00606,U01287,C0162,2025-11-14 14:33:27,4,Sí,Contenido
K00607,U00784,C0131,2025-09-15 19:44:41,3,No,Calidad técnica
K00608,U00784,C0377,2025-06-04 15:09:49,4,Sí,Contenido
K00609,U00784,C0093,2025-08-22 21:46:42,4,Sí,Calidad técnica
K00610,U00784,C0095,2025-09-23 18:52:23,4,Sí,Contenido
K00611,U00467,C0019,2025-06-11 11:49:38,4,Sí,Contenido
K00612,U00467,C0339,2025-11-17 16:24:27,4,Sí,Contenido
K00613,U00603,C0305,2025-02-14 19:11:27,4,Sí,Historia
K00614,U00603,C0307,2025-12-24 16:19:25,4,Sí,Contenido
K00615,U00378,C0145,2025-10-17 11:21:34,4,Sí,Contenido
K00616,U00378,C0029,2025-07-01 14:11:09,4,Sí,Actuación
K00617,U00023,C0285,2025-07-29 13:08:45,4,Sí,Contenido
K00618,U00023,C0326,2025-04-06 18:23:31,4,Sí,Actuación
K00619,U00023,C0195,2025-02-11 14:31:58,4,Sí,Actuación
K00620,U00450,C0204,2025-07-06 06:16:23,4,Sí,Calidad técnica
K00621,U00127,C0112,2025-10-11 13:23:55,4,Sí,Historia
K00622,U00127,C0279,2025-11-10 23:46:33,4,Sí,Contenido
K00623,U00127,C0303,2025-07-17 01:32:22,4,Sí,Historia
K00624,U00817,C0003,2025-05-04 21:31:47,4,Sí,Historia
K00625,U00756,C0110,2025-12-31 23:59:59,4,Sí,Historia
K00626,U00756,C0290,2025-03-23 19:53:03,5,Sí,Historia
K00627,U01328,C0375,2025-11-24 20:49:28,4,Sí,Contenido
K00628,U01328,C0124,2025-10-04 23:00:45,4,Sí,Experiencia general
K00629,U01328,C0065,2025-10-23 13:10:24,4,Sí,Contenido
K00630,U01328,C0153,2025-11-01 22:48:30,3,No,Actuación
K00631,U01328,C0037,2025-10-04 21:18:17,3,No,Contenido
K00632,U00312,C0278,2025-09-08 19:53:03,5,Sí,Experiencia general
K00633,U00312,C0024,2025-03-25 18:31:12,4,Sí,Actuación
K00634,U00312,C0420,2025-01-19 13:49:49,4,Sí,Calidad técnica
K00635,U00312,C0347,2025-11-22 21:25:21,4,Sí,Experiencia general
K00636,U00973,C0285,2025-12-17 21:37:45,4,Sí,Actuación
K00637,U00956,C0352,2025-03-03 20:58:59,5,Sí,Experiencia general
K00638,U00956,C0413,2025-11-20 18:36:53,4,Sí,Contenido
K00639,U00995,C0151,2025-10-10 12:42:50,3,No,Contenido
K00640,U00995,C0043,2025-01-19 18:03:40,4,Sí,Calidad técnica
K00641,U00995,C0299,2025-08-23 18:49:06,4,Sí,Actuación
K00642,U01082,C0154,2025-09-12 23:57:38,4,Sí,Historia
K00643,U01082,C0306,2025-07-18 13:58:31,4,Sí,Contenido
K00644,U01082,C0353,2025-03-21 15:43:30,4,Sí,Experiencia general
K00645,U01082,C0064,2025-01-16 12:23:53,5,Sí,Historia
K00646,U01431,C0095,2025-02-20 13:41:37,4,Sí,Contenido
K00647,U01431,C0010,2025-09-22 18:02:30,5,Sí,Contenido
K00648,U01431,C0239,2025-12-02 07:59:52,3,No,Experiencia general
K00649,U01431,C0053,2025-07-26 17:08:45,5,Sí,Experiencia general
K00650,U01431,C0341,2025-03-17 21:47:44,4,Sí,Experiencia general
K00651,U01322,C0158,2025-03-27 16:20:43,4,Sí,Historia
K00652,U01322,C0193,2025-01-18 20:16:14,4,Sí,Experiencia general
K00653,U01322,C0339,2025-08-03 18:21:43,4,Sí,Contenido
K00654,U00006,C0321,2025-07-07 22:44:28,4,Sí,Contenido
K00655,U00006,C0167,2025-12-14 20:43:15,4,Sí,Actuación
K00656,U00006,C0179,2025-07-28 18:36:29,4,Sí,Contenido
K00657,U00006,C0098,2025-04-09 07:13:33,5,Sí,Contenido
K00658,U00006,C0194,2025-06-12 16:34:44,4,Sí,Historia
K00659,U00134,C0225,2025-12-31 22:41:22,3,No,Actuación
K00660,U00677,C0071,2025-04-12 22:47:12,4,Sí,Experiencia general
K00661,U00362,C0168,2025-09-03 08:20:16,3,No,Historia
K00662,U00974,C0181,2025-06-26 12:54:58,4,Sí,Historia
K00663,U00720,C0038,2025-11-06 20:04:42,4,Sí,Actuación
K00664,U00720,C0314,2025-11-03 02:25:34,4,Sí,Experiencia general
K00665,U00720,C0327,2025-04-15 21:15:00,4,Sí,Experiencia general
K00666,U00720,C0223,2025-01-23 16:23:42,4,Sí,Historia
K00667,U00248,C0024,2025-07-15 19:35:36,4,Sí,Calidad técnica
K00668,U00248,C0354,2025-06-07 22:03:48,4,Sí,Historia
K00669,U00248,C0275,2025-06-06 20:25:55,4,Sí,Contenido
K00670,U00265,C0369,2025-11-17 22:49:51,4,Sí,Contenido
K00671,U00265,C0402,2025-02-19 15:18:09,5,Sí,Contenido
K00672,U00702,C0175,2025-03-10 15:14:13,4,Sí,Experiencia general
K00673,U01427,C0186,2025-03-21 16:48:06,4,Sí,Historia
K00674,U01427,C0381,2025-11-08 20:31:26,4,Sí,Contenido
K00675,U01427,C0212,2025-03-14 19:50:42,5,Sí,Calidad técnica
K00676,U01427,C0325,2025-04-17 07:02:40,5,Sí,Contenido
K00677,U00480,C0027,2025-03-27 17:41:40,4,Sí,Contenido
K00678,U00480,C0331,2025-01-23 17:27:39,5,Sí,Contenido
K00679,U00480,C0213,2025-02-25 12:52:30,5,Sí,Calidad técnica
K00680,U00480,C0105,2025-01-26 13:58:55,4,Sí,Historia
K00681,U00947,C0374,2025-02-18 23:33:23,4,Sí,Actuación
K00682,U00947,C0048,2025-03-19 22:14:21,4,Sí,Experiencia general
K00683,U00578,C0160,2025-10-24 12:29:42,4,Sí,Contenido
K00684,U00578,C0150,2025-09-13 21:47:48,4,Sí,Contenido
K00685,U00578,C0180,2025-07-24 08:26:57,3,No,Experiencia general
K00686,U00578,C0078,2025-09-22 19:50:53,4,Sí,Experiencia general
K00687,U00750,C0294,2025-07-14 22:16:09,4,Sí,Historia
K00688,U00750,C0296,2025-03-30 20:48:51,5,Sí,Calidad técnica
K00689,U01162,C0090,2025-12-06 22:55:33,4,Sí,Historia
K00690,U01162,C0285,2025-11-30 10:50:45,3,No,Experiencia general
K00691,U01162,C0312,2025-12-10 17:59:20,4,Sí,Historia
K00692,U01162,C0359,2025-12-21 20:41:42,3,No,Contenido
K00693,U01474,C0019,2025-07-12 18:10:31,3,No,Actuación
K00694,U01474,C0313,2025-02-18 08:50:15,4,Sí,Contenido
K00695,U00106,C0115,2025-02-14 13:10:10,3,No,Calidad técnica
K00696,U00106,C0326,2025-05-01 18:16:25,4,Sí,Historia
K00697,U01132,C0121,2025-10-13 18:00:13,3,No,Experiencia general
K00698,U01132,C0265,2025-11-08 21:56:13,3,No,Experiencia general
K00699,U00272,C0359,2025-12-27 12:44:33,3,No,Historia
K00700,U00272,C0082,2025-12-12 07:31:10,3,No,Actuación
K00701,U00072,C0085,2025-06-28 21:46:55,4,Sí,Experiencia general
K00702,U01208,C0120,2025-06-26 21:30:30,5,Sí,Experiencia general
K00703,U01208,C0179,2025-05-09 16:53:39,4,Sí,Actuación
K00704,U01176,C0331,2025-10-09 15:56:33,4,Sí,Experiencia general
K00705,U00453,C0125,2025-08-21 07:55:35,4,Sí,Actuación
K00706,U00453,C0160,2025-03-13 21:57:08,4,Sí,Experiencia general
K00707,U00453,C0159,2025-04-02 17:02:31,5,Sí,Contenido
K00708,U00453,C0045,2025-05-02 17:51:56,4,Sí,Contenido
K00709,U00453,C0301,2025-04-09 19:51:45,4,Sí,Actuación
K00710,U01268,C0149,2025-01-16 23:02:25,4,Sí,Calidad técnica
K00711,U00805,C0097,2025-06-02 19:42:41,4,Sí,Historia
K00712,U00805,C0359,2025-10-21 23:19:44,4,Sí,Calidad técnica
K00713,U00805,C0249,2025-04-06 21:40:21,4,Sí,Historia
K00714,U00805,C0215,2025-09-03 16:31:03,4,Sí,Contenido
K00715,U00216,C0332,2025-05-10 20:47:07,5,Sí,Actuación
K00716,U00826,C0267,2025-08-19 09:40:06,4,Sí,Contenido
K00717,U00826,C0247,2025-10-23 23:59:07,5,Sí,Contenido
K00718,U00826,C0097,2025-12-23 03:32:25,4,Sí,Historia
K00719,U00826,C0128,2025-10-06 08:33:20,4,Sí,Contenido
K00720,U00619,C0154,2025-05-22 20:32:21,5,Sí,Contenido
K00721,U00619,C0239,2025-03-02 20:58:11,3,No,Experiencia general
K00722,U00128,C0395,2025-12-14 10:57:26,4,Sí,Calidad técnica
K00723,U00128,C0415,2025-11-21 20:42:07,4,Sí,Contenido
K00724,U00128,C0271,2025-11-11 20:28:30,4,Sí,Actuación
K00725,U00981,C0317,2025-08-31 23:35:55,4,Sí,Contenido
K00726,U00981,C0012,2025-09-07 12:41:57,5,Sí,Contenido
K00727,U00092,C0351,2025-12-23 20:53:00,4,Sí,Calidad técnica
K00728,U00092,C0132,2025-10-15 20:42:47,4,Sí,Contenido
K00729,U00912,C0113,2025-07-15 17:09:14,4,Sí,Historia
K00730,U00912,C0079,2025-07-05 22:56:00,4,Sí,Actuación
K00731,U00912,C0289,2025-04-23 06:41:10,4,Sí,Experiencia general
K00732,U00912,C0270,2025-10-29 21:11:50,5,Sí,Contenido
K00733,U00112,C0220,2025-02-26 06:50:52,5,Sí,Experiencia general
K00734,U01109,C0417,2025-08-17 23:56:27,4,Sí,Contenido
K00735,U00385,C0116,2025-09-19 20:32:19,4,Sí,Historia
K00736,U00385,C0185,2025-02-18 09:15:09,4,Sí,Contenido
K00737,U00385,C0194,2025-04-25 19:01:27,4,Sí,Historia
K00738,U00200,C0138,2025-12-01 06:49:35,4,Sí,Contenido
K00739,U00200,C0231,2025-11-11 08:41:27,4,Sí,Historia
K00740,U00200,C0021,2025-12-01 08:01:18,4,Sí,Historia
K00741,U00200,C0107,2025-10-29 22:22:30,3,No,Contenido
K00742,U01489,C0105,2025-11-16 20:46:29,5,Sí,Contenido
K00743,U01489,C0239,2025-01-31 20:14:30,4,Sí,Contenido
K00744,U01489,C0303,2025-01-16 11:28:33,4,Sí,Actuación
K00745,U01489,C0142,2025-08-23 21:42:01,4,Sí,Historia
K00746,U01489,C0269,2025-01-15 18:57:09,5,Sí,Historia
K00747,U01297,C0141,2025-12-01 17:37:01,4,Sí,Experiencia general
K00748,U01297,C0215,2025-12-13 00:42:17,4,Sí,Calidad técnica
K00749,U01057,C0274,2025-02-16 20:20:58,4,Sí,Experiencia general
K00750,U01057,C0224,2025-12-04 11:09:42,3,No,Historia
K00751,U01057,C0115,2025-10-31 22:09:37,4,Sí,Experiencia general
K00752,U01138,C0232,2025-12-31 15:57:52,4,Sí,Historia
